ticker|founded_year|source_url
ETSY|2005|https://en.wikipedia.org/wiki/Etsy
EVHC|1972|https://en.wikipedia.org/wiki/EmCare
FB|2004|https://en.wikipedia.org/wiki/Meta_Platforms
FBHS|2011|https://en.wikipedia.org/wiki/Fortune_Brands_Innovations
FCPT|2015|https://www.sec.gov/Archives/edgar/data/0001650132/000165013216000041/fourcorners10-k.htm
FDO|1959|https://en.wikipedia.org/wiki/Family_Dollar
FHN|1864|https://en.wikipedia.org/wiki/First_Horizon_Bank
FI|1984|https://en.wikipedia.org/wiki/Fiserv
FII|1955|https://en.wikipedia.org/wiki/Federated_Hermes
FLIR|1978|https://en.wikipedia.org/wiki/FLIR_Systems
FLR|1912|https://en.wikipedia.org/wiki/Fluor_Corporation
FLS|1790|https://en.wikipedia.org/wiki/Flowserve
FLT|1986|https://en.wikipedia.org/wiki/Corpay
FMY|2005|https://www.ftportfolios.com/Retail/cef/cefsummary.aspx?Ticker=FMY
FOSL|1984|https://en.wikipedia.org/wiki/Fossil_Group
FPC|1899|https://en.wikipedia.org/wiki/Progress_Energy_Inc
FRC|1985|https://en.wikipedia.org/wiki/First_Republic_Bank
FRO|1985|https://en.wikipedia.org/wiki/Frontline_plc
FRX|1956|https://en.wikipedia.org/wiki/Forest_Laboratories
FSH|1902|https://en.wikipedia.org/wiki/Fisher_Scientific
FSL|2004|https://en.wikipedia.org/wiki/Freescale_Semiconductor
FTI|1883|https://en.wikipedia.org/wiki/FMC_Corporation
FTR|1935|https://en.wikipedia.org/wiki/Frontier_Communications
GENZ|1981|https://en.wikipedia.org/wiki/Genzyme
GGP|1954|https://en.wikipedia.org/wiki/General_Growth_Properties
GHC|1877|https://en.wikipedia.org/wiki/Graham_Holdings
GMCR|1979|https://en.wikipedia.org/wiki/Keurig_Green_Mountain
GME|1984|https://en.wikipedia.org/wiki/GameStop
GNW|1871|https://en.wikipedia.org/wiki/Genworth_Financial
GTW|1985|https://en.wikipedia.org/wiki/Gateway,_Inc.
GX|1997|https://en.wikipedia.org/wiki/Global_Crossing
HAR|1980|https://en.wikipedia.org/wiki/Harman_International
HBI|1901|https://en.wikipedia.org/wiki/Hanesbrands
HBOC|1974|https://www.sec.gov/Archives/edgar/data/310377/0001047469-98-009475.txt
HCBK|1868|https://en.wikipedia.org/wiki/Hudson_City_Bancorp
HCP|1985|https://en.wikipedia.org/wiki/Healthpeak_Properties
HCR|1959|https://en.wikipedia.org/wiki/HCR_Manor_Care
HFC|1947|https://en.wikipedia.org/wiki/HollyFrontier
HMA|1977|https://www.encyclopedia.com/books/politics-and-business-magazines/health-management-associates-inc
HOG|1903|https://en.wikipedia.org/wiki/Harley-Davidson
HOLX|1985|https://en.wikipedia.org/wiki/Hologic
HOT|1969|https://en.wikipedia.org/wiki/Starwood_Hotels_and_Resorts
HSP|2004|https://en.wikipedia.org/wiki/Hospira
IAC|1986|https://en.wikipedia.org/wiki/IAC_(company)
IGT|1975|https://en.wikipedia.org/wiki/International_Game_Technology_(1975%E2%80%932015)
ILMN|1998|https://en.wikipedia.org/wiki/Illumina,_Inc.
IMNX|1981|https://www.fundinguniverse.com/company-histories/immunex-corporation-history/
INFO|1959|https://en.wikipedia.org/wiki/IHS_Markit
IPGP|1990|https://en.wikipedia.org/wiki/IPG_Photonics
JEC|1947|https://en.wikipedia.org/wiki/Jacobs_Solutions
JEF|1962|https://en.wikipedia.org/wiki/Jefferies_Group
JHF|1862|https://en.wikipedia.org/wiki/John_Hancock_Financial
JNPR|1996|https://en.wikipedia.org/wiki/Juniper_Networks
JNS|1969|https://en.wikipedia.org/wiki/Janus_Henderson
JNY|1970|https://en.wikipedia.org/wiki/Jones_Apparel_Group
JOY|1884|https://en.wikipedia.org/wiki/Joy_Global
KG|2022|https://www.prnewswire.com/news-releases/terry-ledbetter-and-luke-ledbetter-announce-the-formation-of-kestrel-group-301614027.html
KMX|1993|https://en.wikipedia.org/wiki/CarMax
KORS|1981|https://en.wikipedia.org/wiki/Capri_Holdings
KRFT|1903|https://en.wikipedia.org/wiki/Kraft_Foods_Inc.
KSE|1895|https://en.wikipedia.org/wiki/KeySpan
KSS|1962|https://en.wikipedia.org/wiki/Kohl%27s
KSU|1887|https://en.wikipedia.org/wiki/Kansas_City_Southern_(company)
LEG|1883|https://en.wikipedia.org/wiki/Leggett_%26_Platt
LEHMQ|1850|https://en.wikipedia.org/wiki/Lehman_Brothers
LIFE|2016|https://stockanalysis.com/stocks/life/company/
LKQ|1998|https://en.wikipedia.org/wiki/LKQ_Corporation
LLL|1997|https://en.wikipedia.org/wiki/L3_Technologies
LLTC|1981|https://en.wikipedia.org/wiki/Linear_Technology
LM|1899|https://en.wikipedia.org/wiki/Legg_Mason
LO|1760|https://en.wikipedia.org/wiki/Lorillard_Tobacco_Company
LUMN|1930|https://en.wikipedia.org/wiki/Lumen_Technologies
LVLT|1985|https://en.wikipedia.org/wiki/Level_3_Communications
LW|1950|https://en.wikipedia.org/wiki/Lamb_Weston
LXK|1991|https://en.wikipedia.org/wiki/Lexmark
MAC|1964|https://en.wikipedia.org/wiki/Macerich
MEDI|1988|https://en.wikipedia.org/wiki/MedImmune
MERQ|1989|https://en.wikipedia.org/wiki/Mercury_Interactive
MFE|1987|https://en.wikipedia.org/wiki/McAfee
MHK|1878|https://en.wikipedia.org/wiki/Mohawk_Industries
MHS|1983|https://en.wikipedia.org/wiki/Medco_Health_Solutions
MI|1847|https://en.wikipedia.org/wiki/Marshall_%26_Ilsley
MIR|2005|https://www.mirion.com/about
MJN|1905|https://en.wikipedia.org/wiki/Mead_Johnson
MKTX|2000|https://en.wikipedia.org/wiki/MarketAxess
MMI|1971|https://en.wikipedia.org/wiki/Marcus_%26_Millichap
MNK|1867|https://en.wikipedia.org/wiki/Mallinckrodt
MOH|1980|https://en.wikipedia.org/wiki/Molina_Healthcare
MOLX|1938|https://en.wikipedia.org/wiki/Molex
MON|1901|https://en.wikipedia.org/wiki/Monsanto
MTCH|1995|https://en.wikipedia.org/wiki/Match.com
MTL|2003|https://en.wikipedia.org/wiki/Mechel
MTW|1902|https://en.wikipedia.org/wiki/The_Manitowoc_Company
MUR|1944|https://en.wikipedia.org/wiki/Murphy_Oil
MWW|1967|https://en.wikipedia.org/wiki/Monster_Worldwide
MXIM|1983|https://en.wikipedia.org/wiki/Maxim_Integrated
MYL|1961|https://en.wikipedia.org/wiki/Mylan
NAVI|2014|https://en.wikipedia.org/wiki/Navient
NBL|1932|https://en.wikipedia.org/wiki/Noble_Energy
NBR|1952|https://en.wikipedia.org/wiki/Nabors_Industries
NCE|1923|https://en.wikipedia.org/wiki/New_Century_Energies
NCR|1884|https://en.wikipedia.org/wiki/NCR_Corporation
NE|1921|https://en.wikipedia.org/wiki/Noble_Corporation
NFB|1905|https://www.fundinguniverse.com/company-histories/north-fork-bancorporation-inc-history/
NFX|1988|https://en.wikipedia.org/wiki/Newfield_Exploration
NGH|1898|https://en.wikipedia.org/wiki/Nabisco
NKTR|1990|https://en.wikipedia.org/wiki/Nektar_Therapeutics
NLOK|1982|https://en.wikipedia.org/wiki/Symantec_Corporation
NLSN|1923|https://en.wikipedia.org/wiki/Nielsen_Holdings
NOV|1862|https://en.wikipedia.org/wiki/NOV_Inc.
NVLS|1984|https://en.wikipedia.org/wiki/Novellus_Systems
NXTL|1987|https://en.wikipedia.org/wiki/Nextel_Communications
NYX|1792|https://en.wikipedia.org/wiki/New_York_Stock_Exchange
ODP|1986|https://en.wikipedia.org/wiki/Office_Depot
OGN|1923|https://en.wikipedia.org/wiki/Organon_(company)
OI|1903|https://en.wikipedia.org/wiki/Owens-Illinois
OK||
PALM|1992|https://en.wikipedia.org/wiki/Palm,_Inc.
PARA|1912|https://en.wikipedia.org/wiki/Paramount_Global
PAYC|1998|https://en.wikipedia.org/wiki/Paycom
PBCT|1842|https://en.wikipedia.org/wiki/People%27s_United_Financial
PBG|1999|https://en.wikipedia.org/wiki/Pepsi_Bottling_Group
PCL|1989|https://en.wikipedia.org/wiki/Plum_Creek_Timber
PCP|1953|https://en.wikipedia.org/wiki/Precision_Castparts_Corp.
PCS|1994|https://en.wikipedia.org/wiki/MetroPCS
PDCO|1877|https://en.wikipedia.org/wiki/Patterson_Companies
PEAK|1985|https://en.wikipedia.org/wiki/Healthpeak_Properties
PENN|1968|https://en.wikipedia.org/wiki/Penn_Entertainment
PETM|1986|https://en.wikipedia.org/wiki/PetSmart
PMCS|1984|https://en.wikipedia.org/wiki/PMC-Sierra
POM||
PRGO|1887|https://en.wikipedia.org/wiki/Perrigo
PSFT|1987|https://en.wikipedia.org/wiki/PeopleSoft
PTV|1959|https://en.wikipedia.org/wiki/Pactiv
PVH|1881|https://en.wikipedia.org/wiki/PVH_(company)
PVT||
PWER|1972|https://www.encyclopedia.com/books/politics-and-business-magazines/power-one-inc
PWJ||
PXD|1997|https://en.wikipedia.org/wiki/Pioneer_Natural_Resources
QEP|2010|https://www.sec.gov/Archives/edgar/data/1108827/000110882713000008/qep-20121231x10k.htm
QLGC|1992|https://en.wikipedia.org/wiki/QLogic
QRVO|2015|https://en.wikipedia.org/wiki/Qorvo
QTRN|1982|https://en.wikipedia.org/wiki/Quintiles
RAI|1875|https://en.wikipedia.org/wiki/R._J._Reynolds_Tobacco_Company
RATL|1981|https://en.wikipedia.org/wiki/Rational_Software
RE|1973|https://en.wikipedia.org/wiki/Everest_Group
RHI|1948|https://en.wikipedia.org/wiki/Robert_Half
RHT|1993|https://en.wikipedia.org/wiki/Red_Hat
RIG|1953|https://en.wikipedia.org/wiki/Transocean
RRC|1976|https://en.wikipedia.org/wiki/Range_Resources
SAI|1969|https://en.wikipedia.org/wiki/Science_Applications_International_Corporation
SANM|1980|https://en.wikipedia.org/wiki/Sanmina_Corporation
SAPE|1990|https://en.wikipedia.org/wiki/Publicis_Sapient
SBL|1973|https://en.wikipedia.org/wiki/Symbol_Technologies
SBNY|2001|https://en.wikipedia.org/wiki/Signature_Bank
SCG|1924|https://en.wikipedia.org/wiki/SCANA
SDS|1983|https://en.wikipedia.org/wiki/SunGard
SE|2009|https://en.wikipedia.org/wiki/Sea_Ltd
SEBL|1993|https://en.wikipedia.org/wiki/Siebel_Systems
SEDG|2006|https://en.wikipedia.org/wiki/SolarEdge
SEE|1960|https://en.wikipedia.org/wiki/Sealed_Air
SHLD|1893|https://en.wikipedia.org/wiki/Sears
SIG|1949|https://en.wikipedia.org/wiki/Signet_Jewelers
SII|1981|https://finance.yahoo.com/quote/SII/profile/
SIVB|1983|https://en.wikipedia.org/wiki/Silicon_Valley_Bank
SLG|1997|https://en.wikipedia.org/wiki/SL_Green_Realty
SLM|1972|https://en.wikipedia.org/wiki/Sallie_Mae
SLR|2007|https://solarcapltd.gcs-web.com/
SNI|2008|https://en.wikipedia.org/wiki/Scripps_Networks_Interactive
SNV|1888|https://en.wikipedia.org/wiki/Synovus
SOLS|2025|https://en.wikipedia.org/wiki/Solstice_Advanced_Materials
SOTR|1887|https://en.wikipedia.org/wiki/SouthTrust_(1887%E2%80%932005)
SOV|1984|https://www.sec.gov/Archives/edgar/data/0000811830/000114544302000039/d10907.txt
SPLS|1986|https://en.wikipedia.org/wiki/Staples_Inc.
SRCL|1989|https://en.wikipedia.org/wiki/Stericycle
SSP|1878|https://en.wikipedia.org/wiki/The_E._W._Scripps_Company
STR|1922|https://en.wikipedia.org/wiki/Questar_Corporation_(gas_company)
SUB|1899|https://www.sec.gov/Archives/edgar/data/101320/000095011500000411/0000950115-00-000411.txt
SUNEQ|1959|https://en.wikipedia.org/wiki/SunEdison
SWN|1929|https://en.wikipedia.org/wiki/Southwestern_Energy
SWY|1915|https://en.wikipedia.org/wiki/Safeway
SXCL|1960|https://www.suncoke.com/en/about-us/our-history
SYMC|1982|https://en.wikipedia.org/wiki/Gen_Digital
TDC|1979|https://en.wikipedia.org/wiki/Teradata
TE|2018|https://www.sec.gov/Archives/edgar/data/1844224/000121390021059499/ea150600-424b3_freyrbattery.htm
TEG|2007|https://en.wikipedia.org/wiki/Integrys_Energy_Group
TEX|1933|https://en.wikipedia.org/wiki/Terex
TFX|1943|https://en.wikipedia.org/wiki/Teleflex
TIE|1950|https://en.wikipedia.org/wiki/Titanium_Metals_Corporation
TIF|1837|https://en.wikipedia.org/wiki/Tiffany_%26_Co.
TOS||
TRIP|2000|https://en.wikipedia.org/wiki/Tripadvisor
TSG|2001|https://en.wikipedia.org/wiki/The_Stars_Group
TSS|1959|https://en.wikipedia.org/wiki/TSYS
TWC|1973|https://en.wikipedia.org/wiki/Time_Warner_Cable
TWTR|2006|https://en.wikipedia.org/wiki/Twitter
UA|1996|https://en.wikipedia.org/wiki/Under_Armour
UAA|1996|https://en.wikipedia.org/wiki/Under_Armour
UPC|1998|https://stockanalysis.com/stocks/upc/company/
URBN|1970|https://en.wikipedia.org/wiki/Urban_Outfitters
UVN|1962|https://en.wikipedia.org/wiki/Univision
VAR|1948|https://en.wikipedia.org/wiki/Varian_Medical_Systems
VIAB|1952|https://en.wikipedia.org/wiki/Viacom_(1952%E2%80%932005)
VIAC|1952|https://en.wikipedia.org/wiki/Paramount_Global
VIAV|1979|https://en.wikipedia.org/wiki/Viavi_Solutions
VNO|1982|https://en.wikipedia.org/wiki/Vornado_Realty_Trust
VNT|2020|https://en.wikipedia.org/wiki/Vontier
VRTS|1995|https://en.wikipedia.org/wiki/Virtus_Investment_Partners
VSTNQ|2000|https://en.wikipedia.org/wiki/Visteon
VTSS|1984|https://en.wikipedia.org/wiki/Vitesse_Semiconductor
WAMUQ|1889|https://en.wikipedia.org/wiki/Washington_Mutual
WCG|1985|https://en.wikipedia.org/wiki/WellCare
WFM|1980|https://en.wikipedia.org/wiki/Whole_Foods_Market
WFT|1941|https://en.wikipedia.org/wiki/Weatherford_International
WIN|2006|https://en.wikipedia.org/wiki/Windstream_Holdings
WLP|1946|https://en.wikipedia.org/wiki/Elevance_Health
WLTW|2016|https://en.wikipedia.org/wiki/Willis_Towers_Watson
WPX|2011|https://en.wikipedia.org/wiki/WPX_Energy
WRK|2015|https://en.wikipedia.org/wiki/WestRock
WU|1851|https://en.wikipedia.org/wiki/Western_Union
WYND|2006|https://en.wikipedia.org/wiki/Travel_%2B_Leisure_Co.
XEC|2002|https://en.wikipedia.org/wiki/Cimarex_Energy
XL|1986|https://en.wikipedia.org/wiki/XL_Group
XLNX|1984|https://en.wikipedia.org/wiki/Xilinx
XRAY|1889|https://en.wikipedia.org/wiki/Dentsply_Sirona
XTO|1986|https://en.wikipedia.org/wiki/XTO_Energy
YNR|1923|https://en.wikipedia.org/wiki/Young_and_Rubicam
ZION|1873|https://en.wikipedia.org/wiki/Zions_Bancorporation
