symbol,cik,fiscal_year,market_cap,marketcap_source_url,shares_outstanding,shares_source_url,employees,employees_source_url,notes
AAPL,320193,2007,133464000000,https://www.finhacker.cz/en/stocks/apple-market-cap/,872328972,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,,,"Shares are actual fiscal-year-end common shares outstanding from the SEC filing. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2007-09-28, 1 calendar day(s) from fiscal year-end 2007-09-29; stored as USD at the source's stated precision and treated as a near-year-end estimate."
AAPL,320193,2008,100670000000,https://www.finhacker.cz/en/stocks/apple-market-cap/,888325973,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,,,"Shares are actual fiscal-year-end common shares outstanding from the SEC filing. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2008-09-30, 3 calendar day(s) from fiscal year-end 2008-09-27; stored as USD at the source's stated precision and treated as a near-year-end estimate."
AAPL,320193,2025,3791126000000,https://stockanalysis.com/stocks/aapl/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 3,791,126 million USD for FY2025 (period ending Sep '25); stored as 3,791,126,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 3,791,126 million USD for FY2025, period ending Sep '25; stored at source precision."
ABNB,1559720,2025,,,,,8200,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,"10-K states approximately 8,200 employees as of December 31, 2025."
ABT,1800,2000,74933000000,https://www.finhacker.cz/en/stocks/abbott-laboratories-market-cap/,1545934133,https://www.sec.gov/Archives/edgar/data/1800/000091205701006039/a2035109z10-k.htm,,,"Shares outstanding are derived from the SEC fiscal-year-end balance sheet as issued common shares less treasury shares. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2000-12-29, 2 calendar day(s) from fiscal year-end 2000-12-31; stored as USD at source precision and treated as a near-year-end estimate."
ABT,1800,2002,62520000000,https://www.finhacker.cz/en/stocks/abbott-laboratories-market-cap/,1563068102,https://www.sec.gov/Archives/edgar/data/1800/000104746905005185/a2149332z10-k.htm,,,"Shares outstanding are derived from the SEC fiscal-year-end balance sheet as issued common shares less treasury shares. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2002-12-31, 0 calendar day(s) from fiscal year-end 2002-12-31; stored as USD at source precision."
ABT,1800,2003,72929000000,https://www.finhacker.cz/en/stocks/abbott-laboratories-market-cap/,1564517931,https://www.sec.gov/Archives/edgar/data/1800/000104746905005185/a2149332z10-k.htm,,,"Shares outstanding are derived from the SEC fiscal-year-end balance sheet as issued common shares less treasury shares. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2003-12-31, 0 calendar day(s) from fiscal year-end 2003-12-31; stored as USD at source precision."
ABT,1800,2004,72774000000,https://www.finhacker.cz/en/stocks/abbott-laboratories-market-cap/,1560023618,https://www.sec.gov/Archives/edgar/data/1800/000104746905005185/a2149332z10-k.htm,,,"Shares outstanding are derived from the SEC fiscal-year-end balance sheet as issued common shares less treasury shares. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2004-12-31, 0 calendar day(s) from fiscal year-end 2004-12-31; stored as USD at source precision."
ABT,1800,2005,61156000000,https://www.finhacker.cz/en/stocks/abbott-laboratories-market-cap/,1539234979,https://www.sec.gov/Archives/edgar/data/1800/000104746906002258/a2167223z10-k.htm,,,"Shares outstanding are derived from the SEC fiscal-year-end balance sheet as issued common shares less treasury shares. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2005-12-30, 1 calendar day(s) from fiscal year-end 2005-12-31; stored as USD at source precision and treated as a near-year-end estimate."
ABT,1800,2006,74770000000,https://www.finhacker.cz/en/stocks/abbott-laboratories-market-cap/,1537243166,https://www.sec.gov/Archives/edgar/data/1800/000104746909001642/a2188623z10-k.htm,,,"Shares outstanding are derived from the SEC fiscal-year-end balance sheet as issued common shares less treasury shares. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2006-12-29, 2 calendar day(s) from fiscal year-end 2006-12-31; stored as USD at source precision and treated as a near-year-end estimate."
ABT,1800,2007,87033000000,https://www.finhacker.cz/en/stocks/abbott-laboratories-market-cap/,1549910140,https://www.sec.gov/Archives/edgar/data/1800/000104746909001642/a2188623z10-k.htm,,,"Shares outstanding are derived from the SEC fiscal-year-end balance sheet as issued common shares less treasury shares. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2007-12-31, 0 calendar day(s) from fiscal year-end 2007-12-31; stored as USD at source precision."
ABT,1800,2008,82830000000,https://www.finhacker.cz/en/stocks/abbott-laboratories-market-cap/,1552432931,https://www.sec.gov/Archives/edgar/data/1800/000104746909001642/a2188623z10-k.htm,,,"Shares outstanding are derived from the SEC fiscal-year-end balance sheet as issued common shares less treasury shares. Market cap is a direct end-of-trading-day value reported by FINHACKER on 2008-12-31, 0 calendar day(s) from fiscal year-end 2008-12-31; stored as USD at source precision."
ABT,1800,2025,,,,,115000,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,"10-K states approximately 115,000 employees as of December 31, 2025."
ACN,1467373,2025,,,,,779000,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/acn-20250831.htm,"10-K states approximately 779,000 employees as of August 31, 2025."
ADI,6281,2025,,,,,24500,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,"10-K states approximately 24,500 employees as of November 1, 2025."
ADM,7084,2025,,,,,41496,https://www.sec.gov/Archives/edgar/data/7084/000000708426000011/adm-20251231.htm,"10-K employee table reports total 41,496 employees as of December 31, 2025."
ADP,8670,2025,,,,,67000,https://www.sec.gov/Archives/edgar/data/8670/000000867025000037/adp-20250630.htm,"10-K states approximately 67,000 associates as of June 30, 2025."
ADSK,769397,2026,,,,,14300,https://www.sec.gov/Archives/edgar/data/769397/000076939726000015/adsk-20260131.htm,"10-K states approximately 14,300 people employed as of January 31, 2026."
ADT,1703056,2025,,,,,12200,https://www.sec.gov/Archives/edgar/data/1703056/000170305626000022/adt-20251231.htm,"10-K for fiscal year ended December 31, 2025 states approximately 12,200 employees as of December 31, 2025."
AEE,1002910,2025,,,,,8913,https://www.sec.gov/Archives/edgar/data/1002910/000100291026000009/aee-20251231.htm,"10-K workforce table reports Ameren employee count of 8,913 as of December 31, 2025."
AEP,4904,2025,,,,,17581,https://www.sec.gov/Archives/edgar/data/4904/000000490426000013/aep-20251231.htm,"10-K states AEP subsidiaries had 17,581 employees as of December 31, 2025; parent holding company itself has no employees."
AES,874761,2025,,,,,8336,https://www.sec.gov/Archives/edgar/data/874761/000087476126000063/aes-20251231.htm,"10-K states the Company and subsidiaries had 8,336 full-time/permanent employees as of December 31, 2025."
AFL,4977,2025,,,,,12716,https://www.sec.gov/Archives/edgar/data/4977/000162828026011402/afl-20251231.htm,"10-K employee table reports total full-time employees of 12,716 as of December 31, 2025."
AIG,5272,2025,,,,,22100,https://www.sec.gov/Archives/edgar/data/5272/000000527226000023/aig-20251231.htm,"10-K states approximately 22,100 employees as of December 31, 2025."
AIT,109563,2025,,,,,6800,https://www.sec.gov/Archives/edgar/data/109563/000010956325000080/ait-20250630.htm,"10-K states approximately 6,800 employee associates for the fiscal year ended June 30, 2025."
AIZ,1267238,2025,,,,,14800,https://www.sec.gov/Archives/edgar/data/1267238/000126723826000010/aiz-20251231.htm,"10-K states approximately 14,800 employees as of December 31, 2025."
ALB,915913,2025,,,,,7800,https://www.sec.gov/Archives/edgar/data/915913/000091591326000053/albemarlecorp_10kx2026xars.pdf,"10-K states approximately 7,800 employees, including employees of consolidated joint ventures, as of December 31, 2025."
ALK,766421,2025,,,,,35951,https://www.sec.gov/Archives/edgar/data/766421/000076642126000010/alk-20251231.htm,"10-K states Air Group entities employed 35,951 active employees as of December 31, 2025."
ALLE,1579241,2025,,,,,13300,https://www.sec.gov/Archives/edgar/data/1579241/000157924126000007/alle-20251231.htm,"10-K states approximately 13,300 employees worldwide as of December 31, 2025."
ALXN,899866,2012,18250000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2012: $18.25B USD, stored as 18,250,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ALXN,899866,2013,26170000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2013: $26.17B USD, stored as 26,170,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ALXN,899866,2014,36830000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2014: $36.83B USD, stored as 36,830,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ALXN,899866,2015,43040000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2015: $43.04B USD, stored as 43,040,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ALXN,899866,2016,27390000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2016: $27.39B USD, stored as 27,390,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ALXN,899866,2017,26710000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2017: $26.71B USD, stored as 26,710,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ALXN,899866,2018,21750000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2018: $21.75B USD, stored as 21,750,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ALXN,899866,2019,23930000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2019: $23.93B USD, stored as 23,930,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ALXN,899866,2020,34170000000,https://companiesmarketcap.com/alexion-pharmaceuticals/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2020: $34.17B USD, stored as 34,170,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
AM,1623925,2025,,,,,632,https://www.sec.gov/Archives/edgar/data/1623925/000110465926013380/am-20251231x10k.htm,"10-K states 632 people were concurrently employed by Antero Midstream and Antero Resources as of December 31, 2025."
AMAT,6951,2025,,,,,36500,https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/amat-20251026.htm,"10-K states approximately 36,500 regular full-time employees as of October 26, 2025."
AMCR,1748790,2025,20989000000,https://stockanalysis.com/stocks/amcr/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 20,989 million USD for FY2025 (period ending Jun '25); stored as 20,989,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 20,989 million USD for FY2025, period ending Jun '25; stored at source precision."
AME,1037868,2025,,,,,22500,https://www.sec.gov/Archives/edgar/data/1037868/000103786826000016/ame-20251231.htm,"10-K states approximately 22,500 employees as of December 31, 2025."
AMG,1004434,2025,,,,,5600,https://www.sec.gov/Archives/edgar/data/1004434/000162828026008665/amg-20251231.htm,"10-K states AMG and its Affiliates had approximately 5,600 employees as of December 31, 2025; substantial majority employed by Affiliates."
AMGN,318154,2025,,,,,31500,https://www.sec.gov/Archives/edgar/data/318154/000031815426000010/amgn-20251231.htm,"10-K for fiscal year ended December 31, 2025 states approximately 31,500 staff members as of December 31, 2025."
AMP,820027,2025,,,,,13600,https://www.sec.gov/Archives/edgar/data/820027/000082002726000011/amp-20251231.htm,"10-K for fiscal year ended December 31, 2025 states approximately 13,600 employees in the global team."
AMZN,1018724,2023,,,,,1525000,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,"10-K states approximately 1,525,000 full-time and part-time employees."
AMZN,1018724,2024,,,,,1556000,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/amzn-20241231.htm,"10-K states approximately 1,556,000 full-time and part-time employees."
AMZN,1018724,2025,,,,,1576000,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,"10-K states approximately 1,576,000 full-time and part-time employees."
AN,350698,2025,,,,,24800,https://www.sec.gov/Archives/edgar/data/350698/000162828026007800/an-20251231.htm,"10-K states approximately 24,800 full-time and part-time employees as of December 31, 2025."
ANF,1018840,2026,,,,,43200,https://www.sec.gov/Archives/edgar/data/1018840/000101884026000012/anf-20260131.htm,"10-K states approximately 43,200 associates as of January 31, 2026."
ANSS,1013462,2017,12520000000,https://companiesmarketcap.com/ansys/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2017: $12.52B USD, stored as 12,520,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ANSS,1013462,2018,11950000000,https://companiesmarketcap.com/ansys/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2018: $11.95B USD, stored as 11,950,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ANSS,1013462,2019,22060000000,https://companiesmarketcap.com/ansys/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2019: $22.06B USD, stored as 22,060,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ANSS,1013462,2020,31240000000,https://companiesmarketcap.com/ansys/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2020: $31.24B USD, stored as 31,240,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ANSS,1013462,2021,34990000000,https://companiesmarketcap.com/ansys/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2021: $34.99B USD, stored as 34,990,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ANSS,1013462,2022,21040000000,https://companiesmarketcap.com/ansys/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2022: $21.04B USD, stored as 21,040,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ANSS,1013462,2023,31520000000,https://companiesmarketcap.com/ansys/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2023: $31.52B USD, stored as 31,520,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ANSS,1013462,2024,29700000000,https://companiesmarketcap.com/ansys/marketcap/,,,6500,https://www.sec.gov/Archives/edgar/data/1013462/000101346225000009/anss-20241231.htm,"10-K states approximately 6,500 employees as of December 31, 2024. | Market cap is CompaniesMarketCap end-of-year market capitalization for 2024: $29.70B USD, stored as 29,700,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
AOS,91142,2025,,,138542508,https://www.sec.gov/Archives/edgar/data/91142/000009114226000008/aos-20251231.htm,,,"Calculated from SEC 10-K fiscal-year-end issued shares less treasury shares: Class A (25,993,539 - 130,380) plus Common (164,714,053 - 52,034,704)."
APA,1841666,2025,8675000000,https://stockanalysis.com/stocks/apa/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 8,675 million USD for FY2025 (period ending Dec '25); stored as 8,675,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 8,675 million USD for FY2025, period ending Dec '25; stored at source precision."
APO,1858681,2025,84022000000,https://stockanalysis.com/stocks/apo/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 84,022 million USD for FY2025 (period ending Dec '25); stored as 84,022,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 84,022 million USD for FY2025, period ending Dec '25; stored at source precision."
APP,1751008,2025,,,,,898,https://www.sec.gov/Archives/edgar/data/1751008/000175100826000010/app-20251231.htm,"10-K reports 898 employees at December 31, 2025 (876 full-time plus 22 part-time/interns)."
APTV,1521332,2025,,,,,140000,https://www.sec.gov/Archives/edgar/data/1521332/000152133226000009/aptv-20251231.htm,"10-K states approximately 140,000 employees as of December 31, 2025; contingent workers excluded."
ARE,1035443,2025,,,,,514,https://www.sec.gov/Archives/edgar/data/1035443/000103544326000013/are-20251231.htm,"10-K reports 514 employees as of December 31, 2025."
ASH,1674862,2025,2190000000,https://stockanalysis.com/stocks/ash/financials/ratios/,,,2900,https://www.sec.gov/Archives/edgar/data/1674862/000119312525289248/ash-20250930.htm,"10-K for fiscal year ended September 30, 2025 states approximately 2,900 employees as of September 30, 2025. | Market cap reported by StockAnalysis/S&P Global Market Intelligence as 2,190 million USD for FY2025 (period ending Sep '25); stored as 2,190,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 2,190 million USD for FY2025, period ending Sep '25; stored at source precision."
ASO,1817358,2026,,,,,23000,https://www.sec.gov/Archives/edgar/data/1817358/000181735826000031/aso-20260131.htm,"10-K for fiscal year ended January 31, 2026 states approximately 23,000 team members as of January 31, 2026."
ATO,731802,2025,,,,,5487,https://www.sec.gov/Archives/edgar/data/731802/000073180225000056/ato-20250930.htm,"10-K for fiscal year ended September 30, 2025 states 5,487 employees at September 30, 2025."
ATVI,718877,2015,28430000000,https://companiesmarketcap.com/activision-blizzard/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2015: $28.43B USD, stored as 28,430,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ATVI,718877,2016,26830000000,https://companiesmarketcap.com/activision-blizzard/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2016: $26.83B USD, stored as 26,830,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ATVI,718877,2017,47870000000,https://companiesmarketcap.com/activision-blizzard/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2017: $47.87B USD, stored as 47,870,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ATVI,718877,2018,35550000000,https://companiesmarketcap.com/activision-blizzard/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2018: $35.55B USD, stored as 35,550,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ATVI,718877,2019,45670000000,https://companiesmarketcap.com/activision-blizzard/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2019: $45.67B USD, stored as 45,670,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ATVI,718877,2020,71750000000,https://companiesmarketcap.com/activision-blizzard/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2020: $71.75B USD, stored as 71,750,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ATVI,718877,2021,51810000000,https://companiesmarketcap.com/activision-blizzard/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2021: $51.81B USD, stored as 51,810,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
ATVI,718877,2022,59900000000,https://companiesmarketcap.com/activision-blizzard/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2022: $59.90B USD, stored as 59,900,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
AVGO,1730168,2024,,,,,37000,https://www.sec.gov/Archives/edgar/data/1730168/000119312525044131/d886393dars.pdf,"Annual report/10-K states approximately 37,000 employees worldwide as of November 3, 2024."
AVGO,1730168,2025,1745528000000,https://stockanalysis.com/stocks/avgo/financials/ratios/,,,33000,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,"10-K states approximately 33,000 employees worldwide as of fiscal year-end. | Market cap reported by StockAnalysis/S&P Global Market Intelligence as 1,745,528 million USD for FY2025 (period ending Nov '25); stored as 1,745,528,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 1,745,528 million USD for FY2025, period ending Nov '25; stored at source precision."
AVY,8818,2025,,,,,35000,https://www.sec.gov/Archives/edgar/data/8818/000000881826000015/avy-20251231.htm,"10-K states approximately 35,000 employees as of December 31, 2025."
AXON,1069183,2025,45115000000,https://stockanalysis.com/stocks/axon/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 45,115 million USD for FY2025 (period ending Dec '25); stored as 45,115,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 45,115 million USD for FY2025, period ending Dec '25; stored at source precision."
AXP,4962,2025,,,,,76800,https://www.sec.gov/Archives/edgar/data/4962/000000496226000080/axp-20251231.htm,"10-K states approximately 76,800 employees as of December 31, 2025."
AYI,1144215,2025,9907000000,https://stockanalysis.com/stocks/ayi/financials/ratios/,,,13800,https://www.sec.gov/Archives/edgar/data/1144215/000114421525000082/ayi-20250831.htm,"10-K for fiscal year ended August 31, 2025 states approximately 13,800 employees at August 31, 2025. | Market cap reported by StockAnalysis/S&P Global Market Intelligence as 9,907 million USD for FY2025 (period ending Aug '25); stored as 9,907,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 9,907 million USD for FY2025, period ending Aug '25; stored at source precision."
AZO,866787,2025,,,,,130000,https://www.sec.gov/Archives/edgar/data/866787/000110465925102611/azo-20250830x10k.htm,"10-K states approximately 130,000 employees as of August 30, 2025."
BA,12927,2025,,,,,182000,https://www.sec.gov/Archives/edgar/data/12927/000162828026004357/ba-20251231.htm,"10-K states approximately 182,000 employees as of December 31, 2025."
BAC,70858,2025,,,,,213000,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/bac-20251231.htm,"10-K states approximately 213,000 employees as of December 31, 2025."
BALL,9389,2025,,,,,16000,https://www.sec.gov/Archives/edgar/data/9389/000110465926017410/ball-20251231x10k.htm,"10-K states approximately 16,000 employees at year-end 2025."
BAX,10456,2025,,,,,37500,https://www.sec.gov/Archives/edgar/data/10456/000162828026007733/bax-20251231.htm,"10-K for fiscal year ended December 31, 2025 states approximately 37,500 employees globally as of December 31, 2025."
BBWI,701985,2026,,,,,60735,https://www.sec.gov/Archives/edgar/data/701985/000070198526000008/bbwi-20260131.htm,"10-K for fiscal year ended January 31, 2026 gives table total of 60,735 associates as of January 31, 2026."
BBY,764478,2026,,,,,82000,https://www.sec.gov/Archives/edgar/data/764478/000076447826000009/bby-20260131.htm,"10-K for fiscal year ended January 31, 2026 states approximately 82,000 employees at the end of fiscal 2026."
BG,1996862,2025,17229000000,https://stockanalysis.com/stocks/bg/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 17,229 million USD for FY2025 (period ending Dec '25); stored as 17,229,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 17,229 million USD for FY2025, period ending Dec '25; stored at source precision."
BIO,12208,2025,,,,,7450,https://www.sec.gov/Archives/edgar/data/12208/000001220826000010/bio-20251231.htm,"10-K states approximately 7,450 employees as of December 31, 2025."
BKNG,1075531,2025,,,,,24300,https://www.sec.gov/Archives/edgar/data/1075531/000107553126000009/bkng-20251231.htm,"10-K states approximately 24,300 employees as of December 31, 2025."
BKR,1701605,2025,,,,,56000,https://www.sec.gov/Archives/edgar/data/1701605/000170160526000007/bkr-20251231.htm,"10-K states approximately 56,000 employees as of December 31, 2025."
