symbol,cik,fiscal_year,shares_outstanding,shares_source_url,market_cap,marketcap_source_url
GWW,0000277135,2025,,https://www.sec.gov/Archives/edgar/data/277135/000027713526000011/0000277135-26-000011-index.htm,47801749289,https://finance.yahoo.com/quote/GWW/history (month-end close 2025-12-01) x shares
HAL,0000045012,2025,,https://www.sec.gov/Archives/edgar/data/45012/000004501226000015/0000045012-26-000015-index.htm,23669116421,https://finance.yahoo.com/quote/HAL/history (month-end close 2025-12-01) x shares
HAS,0000046080,2025,,https://www.sec.gov/Archives/edgar/data/46080/000004608026000011/0000046080-26-000011-index.htm,11536232156,https://finance.yahoo.com/quote/HAS/history (month-end close 2025-12-01) x shares
HBAN,0000049196,2025,,https://www.sec.gov/Archives/edgar/data/49196/000004919626000015/0000049196-26-000015-index.htm,35216898758,https://finance.yahoo.com/quote/HBAN/history (month-end close 2025-12-01) x shares
HCA,0000860730,2025,,https://www.sec.gov/Archives/edgar/data/860730/000119312526044769/0001193125-26-044769-index.htm,104400257016,https://finance.yahoo.com/quote/HCA/history (month-end close 2025-12-01) x shares
HD,0000354950,2025,,https://www.sec.gov/Archives/edgar/data/354950/000162828026019436/0001628280-26-019436-index.htm,395018153495,https://finance.yahoo.com/quote/HD/history (month-end close 2025-02-01) x shares
HD,0000354950,2026,,https://www.sec.gov/Archives/edgar/data/354950/000162828026038247/0001628280-26-038247-index.htm,379622264388,https://finance.yahoo.com/quote/HD/history (month-end close 2026-02-01) x shares
HIG,0000874766,2025,,https://www.sec.gov/Archives/edgar/data/874766/000087476626000012/0000874766-26-000012-index.htm,38013952558,https://finance.yahoo.com/quote/HIG/history (month-end close 2025-12-01) x shares
HII,0001501585,2025,,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/0001501585-26-000006-index.htm,13345261196,https://finance.yahoo.com/quote/HII/history (month-end close 2025-12-01) x shares
HLT,0001585689,2025,,https://www.sec.gov/Archives/edgar/data/1585689/000158568926000007/0001585689-26-000007-index.htm,65864016409,https://finance.yahoo.com/quote/HLT/history (month-end close 2025-12-01) x shares
HOG,0000793952,2025,,https://www.sec.gov/Archives/edgar/data/793952/000079395226000011/0000793952-26-000011-index.htm,2291818010,https://finance.yahoo.com/quote/HOG/history (month-end close 2025-12-01) x shares
HON,0000773840,2025,,https://www.sec.gov/Archives/edgar/data/773840/000077384026000013/0000773840-26-000013-index.htm,130061851808,https://finance.yahoo.com/quote/HON/history (month-end close 2025-12-01) x shares
HP,0000046765,2025,,https://www.sec.gov/Archives/edgar/data/46765/000004676525000071/0000046765-25-000071-index.htm,2174724575,https://finance.yahoo.com/quote/HP/history (month-end close 2025-09-01) x shares
HPE,0001645590,2025,,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/0001645590-25-000130-index.htm,32589300138,https://finance.yahoo.com/quote/HPE/history (month-end close 2025-10-01) x shares
HPQ,0000047217,2025,,https://www.sec.gov/Archives/edgar/data/47217/000004721725000071/0000047217-25-000071-index.htm,25400631821,https://finance.yahoo.com/quote/HPQ/history (month-end close 2025-10-01) x shares
HRB,0000012659,2025,,https://www.sec.gov/Archives/edgar/data/12659/000160529725000016/0001605297-25-000016-index.htm,7352375119,https://finance.yahoo.com/quote/HRB/history (month-end close 2025-06-01) x shares
HSIC,0001000228,2025,,https://www.sec.gov/Archives/edgar/data/1000228/000100022826000013/0001000228-26-000013-index.htm,8669337675,https://finance.yahoo.com/quote/HSIC/history (month-end close 2025-12-01) x shares
HST,0001070750,2025,,https://www.sec.gov/Archives/edgar/data/1070750/000107075026000054/0001070750-26-000054-index.htm,12194732354,https://finance.yahoo.com/quote/HST/history (month-end close 2025-12-01) x shares
HUBB,0000048898,2025,,https://www.sec.gov/Archives/edgar/data/48898/000162828026007500/0001628280-26-007500-index.htm,23609598285,https://finance.yahoo.com/quote/HUBB/history (month-end close 2025-12-01) x shares
HUM,0000049071,2025,,https://www.sec.gov/Archives/edgar/data/49071/000004907126000009/0000049071-26-000009-index.htm,30888245617,https://finance.yahoo.com/quote/HUM/history (month-end close 2025-12-01) x shares
HWM,0000004281,2025,,https://www.sec.gov/Archives/edgar/data/4281/000000428126000012/0000004281-26-000012-index.htm,82200733429,https://finance.yahoo.com/quote/HWM/history (month-end close 2025-12-01) x shares
HWM,0000004281,2016,,https://www.sec.gov/Archives/edgar/data/4281/000119312517062657/0001193125-17-062657-index.htm,6263443725,https://finance.yahoo.com/quote/HWM/history (month-end close 2016-12-01) x shares
IBM,0000051143,2025,,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/0000051143-26-000010-index.htm,277855162793,https://finance.yahoo.com/quote/IBM/history (month-end close 2025-12-01) x shares
ICE,0001571949,2025,,https://www.sec.gov/Archives/edgar/data/1571949/000157194926000004/0001571949-26-000004-index.htm,91976523058,https://finance.yahoo.com/quote/ICE/history (month-end close 2025-12-01) x shares
IDXX,0000874716,2025,,https://www.sec.gov/Archives/edgar/data/874716/000087471626000038/0000874716-26-000038-index.htm,53868050055,https://finance.yahoo.com/quote/IDXX/history (month-end close 2025-12-01) x shares
IEX,0000832101,2025,,https://www.sec.gov/Archives/edgar/data/832101/000083210126000003/0000832101-26-000003-index.htm,13229451984,https://finance.yahoo.com/quote/IEX/history (month-end close 2025-12-01) x shares
IFF,0000051253,2025,,https://www.sec.gov/Archives/edgar/data/51253/000005125326000006/0000051253-26-000006-index.htm,17216627693,https://finance.yahoo.com/quote/IFF/history (month-end close 2025-12-01) x shares
ILMN,0001110803,2015,,https://www.sec.gov/Archives/edgar/data/1110803/000111080316000175/0001110803-16-000175-index.htm,22586235077,https://finance.yahoo.com/quote/ILMN/history (month-end close 2016-01-01) x shares
ILMN,0001110803,2020,,https://www.sec.gov/Archives/edgar/data/1110803/000111080321000015/0001110803-21-000015-index.htm,60522951471,https://finance.yahoo.com/quote/ILMN/history (month-end close 2021-01-01) x shares
ILMN,0001110803,2025,,https://www.sec.gov/Archives/edgar/data/1110803/000111080326000024/0001110803-26-000024-index.htm,20054364560,https://finance.yahoo.com/quote/ILMN/history (month-end close 2025-12-01) x shares
INCY,0000879169,2025,,https://www.sec.gov/Archives/edgar/data/879169/000087916926000010/0000879169-26-000010-index.htm,19656660114,https://finance.yahoo.com/quote/INCY/history (month-end close 2025-12-01) x shares
INGR,0001046257,2025,,https://www.sec.gov/Archives/edgar/data/1046257/000162828026008603/0001628280-26-008603-index.htm,6940320355,https://finance.yahoo.com/quote/INGR/history (month-end close 2025-12-01) x shares
INTC,0000050863,2025,,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/0000050863-26-000011-index.htm,184315507622,https://finance.yahoo.com/quote/INTC/history (month-end close 2025-12-01) x shares
INTU,0000896878,2025,,https://www.sec.gov/Archives/edgar/data/896878/000089687825000035/0000896878-25-000035-index.htm,218898171011,https://finance.yahoo.com/quote/INTU/history (month-end close 2025-07-01) x shares
INVH,0001687229,2025,,https://www.sec.gov/Archives/edgar/data/1687229/000168722926000016/0001687229-26-000016-index.htm,16934840082,https://finance.yahoo.com/quote/INVH/history (month-end close 2025-12-01) x shares
IP,0000051434,2025,,https://www.sec.gov/Archives/edgar/data/51434/000005143426000055/0000051434-26-000055-index.htm,20855800406,https://finance.yahoo.com/quote/IP/history (month-end close 2025-12-01) x shares
IPGP,0001111928,2025,,https://www.sec.gov/Archives/edgar/data/1111928/000111192826000040/0001111928-26-000040-index.htm,3020900810,https://finance.yahoo.com/quote/IPGP/history (month-end close 2025-12-01) x shares
IQV,0001478242,2025,,https://www.sec.gov/Archives/edgar/data/1478242/000162828026008322/0001628280-26-008322-index.htm,38252077621,https://finance.yahoo.com/quote/IQV/history (month-end close 2025-12-01) x shares
IR,0001699150,2025,,https://www.sec.gov/Archives/edgar/data/1699150/000162828026008617/0001628280-26-008617-index.htm,31023977963,https://finance.yahoo.com/quote/IR/history (month-end close 2025-12-01) x shares
IRM,0001020569,2025,,https://www.sec.gov/Archives/edgar/data/1020569/000102056926000013/0001020569-26-000013-index.htm,24539529435,https://finance.yahoo.com/quote/IRM/history (month-end close 2025-12-01) x shares
ISRG,0001035267,2025,,https://www.sec.gov/Archives/edgar/data/1035267/000103526726000010/0001035267-26-000010-index.htm,201131555825,https://finance.yahoo.com/quote/ISRG/history (month-end close 2025-12-01) x shares
IT,0000749251,2025,,https://www.sec.gov/Archives/edgar/data/749251/000074925126000112/0000749251-26-000112-index.htm,17773200084,https://finance.yahoo.com/quote/IT/history (month-end close 2025-12-01) x shares
ITT,0000216228,2025,,https://www.sec.gov/Archives/edgar/data/216228/000021622826000012/0000216228-26-000012-index.htm,14921859528,https://finance.yahoo.com/quote/ITT/history (month-end close 2025-12-01) x shares
ITW,0000049826,2025,,https://www.sec.gov/Archives/edgar/data/49826/000004982626000008/0000049826-26-000008-index.htm,70983660880,https://finance.yahoo.com/quote/ITW/history (month-end close 2025-12-01) x shares
IVZ,0000914208,2025,,https://www.sec.gov/Archives/edgar/data/914208/000091420826000079/0000914208-26-000079-index.htm,11655310325,https://finance.yahoo.com/quote/IVZ/history (month-end close 2025-12-01) x shares
J,0000052988,2025,,https://www.sec.gov/Archives/edgar/data/52988/000162828025053316/0001628280-25-053316-index.htm,17795749490,https://finance.yahoo.com/quote/J/history (month-end close 2025-09-01) x shares
JBHT,0000728535,2025,,https://www.sec.gov/Archives/edgar/data/728535/000143774926005294/0001437749-26-005294-index.htm,18385357144,https://finance.yahoo.com/quote/JBHT/history (month-end close 2025-12-01) x shares
JBL,0000898293,2025,,https://www.sec.gov/Archives/edgar/data/898293/000162828025045293/0001628280-25-045293-index.htm,21883491933,https://finance.yahoo.com/quote/JBL/history (month-end close 2025-08-01) x shares
JCI,0000833444,2025,,https://www.sec.gov/Archives/edgar/data/833444/000083344425000097/0000833444-25-000097-index.htm,67194363402,https://finance.yahoo.com/quote/JCI/history (month-end close 2025-09-01) x shares
JEF,0000096223,2025,,https://www.sec.gov/Archives/edgar/data/96223/000009622326000009/0000096223-26-000009-index.htm,11897150073,https://finance.yahoo.com/quote/JEF/history (month-end close 2025-11-01) x shares
JKHY,0000779152,2025,,https://www.sec.gov/Archives/edgar/data/779152/000077915225000055/0000779152-25-000055-index.htm,13129237302,https://finance.yahoo.com/quote/JKHY/history (month-end close 2025-06-01) x shares
JNJ,0000200406,2025,,https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/0000200406-26-000016-index.htm,498728577451,https://finance.yahoo.com/quote/JNJ/history (month-end close 2025-12-01) x shares
JNJ,0000200406,2009,,https://www.sec.gov/Archives/edgar/data/200406/000095012310019392/0000950123-10-019392-index.htm,172986136797,https://finance.yahoo.com/quote/JNJ/history (month-end close 2010-01-01) x shares
JNJ,0000200406,2020,,https://www.sec.gov/Archives/edgar/data/200406/000020040621000008/0000200406-21-000008-index.htm,428816552524,https://finance.yahoo.com/quote/JNJ/history (month-end close 2021-01-01) x shares
JNJ,0000200406,2015,,https://www.sec.gov/Archives/edgar/data/200406/000020040616000071/0000200406-16-000071-index.htm,288187480749,https://finance.yahoo.com/quote/JNJ/history (month-end close 2016-01-01) x shares
JPM,0000019617,2025,,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/0001628280-26-008131-index.htm,869037775165,https://finance.yahoo.com/quote/JPM/history (month-end close 2025-12-01) x shares
KBH,0000795266,2025,,https://www.sec.gov/Archives/edgar/data/795266/000079526626000017/0000795266-26-000017-index.htm,4063958511,https://finance.yahoo.com/quote/KBH/history (month-end close 2025-11-01) x shares
KDP,0001418135,2025,,https://www.sec.gov/Archives/edgar/data/1418135/000141813526000016/0001418135-26-000016-index.htm,38056236624,https://finance.yahoo.com/quote/KDP/history (month-end close 2025-12-01) x shares
KEY,0000091576,2025,,https://www.sec.gov/Archives/edgar/data/91576/000162828026010546/0001628280-26-010546-index.htm,22490322331,https://finance.yahoo.com/quote/KEY/history (month-end close 2025-12-01) x shares
KEYS,0001601046,2025,,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/0001601046-25-000127-index.htm,31435662709,https://finance.yahoo.com/quote/KEYS/history (month-end close 2025-10-01) x shares
KG,0002055116,2025,,https://www.sec.gov/Archives/edgar/data/2055116/000162828026017506/0001628280-26-017506-index.htm,79277495,https://finance.yahoo.com/quote/KG/history (month-end close 2025-12-01) x shares
KHC,0001637459,2025,,https://www.sec.gov/Archives/edgar/data/1637459/000163745926000009/0001637459-26-000009-index.htm,28705810212,https://finance.yahoo.com/quote/KHC/history (month-end close 2025-12-01) x shares
KHC,0001637459,2015,,https://www.sec.gov/Archives/edgar/data/1637459/000163745916000100/0001637459-16-000100-index.htm,94857691433,https://finance.yahoo.com/quote/KHC/history (month-end close 2016-01-01) x shares
KIM,0000879101,2025,,https://www.sec.gov/Archives/edgar/data/879101/000119312526060760/0001193125-26-060760-index.htm,13663331385,https://finance.yahoo.com/quote/KIM/history (month-end close 2025-12-01) x shares
KKR,0001404912,2011,,https://www.sec.gov/Archives/edgar/data/1404912/000104746912001497/0001047469-12-001497-index.htm,2972687965,https://finance.yahoo.com/quote/KKR/history (month-end close 2011-12-01) x shares
KKR,0001404912,2025,,https://www.sec.gov/Archives/edgar/data/1404912/000140491226000007/0001404912-26-000007-index.htm,113654910960,https://finance.yahoo.com/quote/KKR/history (month-end close 2025-12-01) x shares
KLAC,0000319201,2025,,https://www.sec.gov/Archives/edgar/data/319201/000031920125000024/0000319201-25-000024-index.htm,11820307426,https://finance.yahoo.com/quote/KLAC/history (month-end close 2025-06-01) x shares
KMB,0000055785,2025,,https://www.sec.gov/Archives/edgar/data/55785/000162828026007567/0001628280-26-007567-index.htm,33487647808,https://finance.yahoo.com/quote/KMB/history (month-end close 2025-12-01) x shares
KMI,0001506307,2025,,https://www.sec.gov/Archives/edgar/data/1506307/000150630726000011/0001506307-26-000011-index.htm,61159927344,https://finance.yahoo.com/quote/KMI/history (month-end close 2025-12-01) x shares
KMX,0001170010,2026,,https://www.sec.gov/Archives/edgar/data/1170010/000117001026000021/0001170010-26-000021-index.htm,6122400007,https://finance.yahoo.com/quote/KMX/history (month-end close 2026-02-01) x shares
KMX,0001170010,2025,,https://www.sec.gov/Archives/edgar/data/1170010/000117001025000024/0001170010-25-000024-index.htm,12668210335,https://finance.yahoo.com/quote/KMX/history (month-end close 2025-02-01) x shares
KO,0000021344,2025,,https://www.sec.gov/Archives/edgar/data/21344/000162828026010047/0001628280-26-010047-index.htm,300663565504,https://finance.yahoo.com/quote/KO/history (month-end close 2025-12-01) x shares
KR,0000056873,2025,,https://www.sec.gov/Archives/edgar/data/56873/000110465926037723/0001104659-26-037723-index.htm,39707150918,https://finance.yahoo.com/quote/KR/history (month-end close 2025-02-01) x shares
KR,0000056873,2026,,https://www.sec.gov/Archives/edgar/data/56873/000110465926078236/0001104659-26-078236-index.htm,38504880739,https://finance.yahoo.com/quote/KR/history (month-end close 2026-01-01) x shares
KSS,0000885639,2025,,https://www.sec.gov/Archives/edgar/data/885639/000119312526115982/0001193125-26-115982-index.htm,1280366732,https://finance.yahoo.com/quote/KSS/history (month-end close 2025-02-01) x shares
KSS,0000885639,2026,,https://www.sec.gov/Archives/edgar/data/885639/000119312526257402/0001193125-26-257402-index.htm,1981097800,https://finance.yahoo.com/quote/KSS/history (month-end close 2026-01-01) x shares
KVUE,0001944048,2025,,https://www.sec.gov/Archives/edgar/data/1944048/000194404826000030/0001944048-26-000030-index.htm,33063628552,https://finance.yahoo.com/quote/KVUE/history (month-end close 2025-12-01) x shares
L,0000060086,2025,,https://www.sec.gov/Archives/edgar/data/60086/000006008626000008/0000060086-26-000008-index.htm,21699427658,https://finance.yahoo.com/quote/L/history (month-end close 2025-12-01) x shares
LDOS,0001336920,2025,,https://www.sec.gov/Archives/edgar/data/1336920/000133692026000030/0001336920-26-000030-index.htm,17951552754,https://finance.yahoo.com/quote/LDOS/history (month-end close 2025-01-01) x shares
LDOS,0001336920,2019,,https://www.sec.gov/Archives/edgar/data/1336920/000133692020000023/0001336920-20-000023-index.htm,14206686139,https://finance.yahoo.com/quote/LDOS/history (month-end close 2020-01-01) x shares
LDOS,0001336920,2024,,https://www.sec.gov/Archives/edgar/data/1336920/000133692025000006/0001336920-25-000006-index.htm,18629701685,https://finance.yahoo.com/quote/LDOS/history (month-end close 2025-01-01) x shares
LDOS,0001336920,2026,,https://www.sec.gov/Archives/edgar/data/1336920/000133692026000169/0001336920-26-000169-index.htm,23682887385,https://finance.yahoo.com/quote/LDOS/history (month-end close 2026-01-01) x shares
LEG,0000058492,2025,,https://www.sec.gov/Archives/edgar/data/58492/000005849226000107/0000058492-26-000107-index.htm,1494653534,https://finance.yahoo.com/quote/LEG/history (month-end close 2025-12-01) x shares
LH,0000920148,2025,,https://www.sec.gov/Archives/edgar/data/920148/000092014826000111/0000920148-26-000111-index.htm,20672512402,https://finance.yahoo.com/quote/LH/history (month-end close 2025-12-01) x shares
LHX,0000202058,2026,,https://www.sec.gov/Archives/edgar/data/202058/000020205826000035/0000202058-26-000035-index.htm,63871225087,https://finance.yahoo.com/quote/LHX/history (month-end close 2026-01-01) x shares
LHX,0000202058,2024,,https://www.sec.gov/Archives/edgar/data/202058/000020205825000023/0000202058-25-000023-index.htm,39924415972,https://finance.yahoo.com/quote/LHX/history (month-end close 2025-01-01) x shares
LHX,0000202058,2025,,https://www.sec.gov/Archives/edgar/data/202058/000020205826000015/0000202058-26-000015-index.htm,39598434493,https://finance.yahoo.com/quote/LHX/history (month-end close 2025-01-01) x shares
LII,0001069202,2025,,https://www.sec.gov/Archives/edgar/data/1069202/000106920226000028/0001069202-26-000028-index.htm,16899597056,https://finance.yahoo.com/quote/LII/history (month-end close 2025-12-01) x shares
LIN,0001707925,2025,,https://www.sec.gov/Archives/edgar/data/1707925/000162828026011430/0001628280-26-011430-index.htm,197586640965,https://finance.yahoo.com/quote/LIN/history (month-end close 2025-12-01) x shares
LITE,0001633978,2025,,https://www.sec.gov/Archives/edgar/data/1633978/000162828025040830/0001628280-25-040830-index.htm,6644693829,https://finance.yahoo.com/quote/LITE/history (month-end close 2025-06-01) x shares
LKQ,0001065696,2025,,https://www.sec.gov/Archives/edgar/data/1065696/000106569626000012/0001065696-26-000012-index.htm,7704994658,https://finance.yahoo.com/quote/LKQ/history (month-end close 2025-12-01) x shares
LLY,0000059478,2025,,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/0000059478-26-000013-index.htm,1013807402794,https://finance.yahoo.com/quote/LLY/history (month-end close 2025-12-01) x shares
LMT,0000936468,2025,,https://www.sec.gov/Archives/edgar/data/936468/000162828026004195/0001628280-26-004195-index.htm,111282912770,https://finance.yahoo.com/quote/LMT/history (month-end close 2025-12-01) x shares
LNC,0000059558,2025,,https://www.sec.gov/Archives/edgar/data/59558/000005955826000016/0000059558-26-000016-index.htm,8464725547,https://finance.yahoo.com/quote/LNC/history (month-end close 2025-12-01) x shares
LNT,0000352541,2025,,https://www.sec.gov/Archives/edgar/data/352541/000035254126000007/0000352541-26-000007-index.htm,16716725843,https://finance.yahoo.com/quote/LNT/history (month-end close 2025-12-01) x shares
LOW,0000060667,2025,,https://www.sec.gov/Archives/edgar/data/60667/000006066726000029/0000060667-26-000029-index.htm,145638898863,https://finance.yahoo.com/quote/LOW/history (month-end close 2025-01-01) x shares
LOW,0000060667,2026,,https://www.sec.gov/Archives/edgar/data/60667/000006066726000072/0000060667-26-000072-index.htm,149742421001,https://finance.yahoo.com/quote/LOW/history (month-end close 2026-01-01) x shares
LPX,0000060519,2025,,https://www.sec.gov/Archives/edgar/data/60519/000006051926000012/0000060519-26-000012-index.htm,5639498650,https://finance.yahoo.com/quote/LPX/history (month-end close 2025-12-01) x shares
LRCX,0000707549,2025,,https://www.sec.gov/Archives/edgar/data/707549/000070754925000075/0000707549-25-000075-index.htm,123195543505,https://finance.yahoo.com/quote/LRCX/history (month-end close 2025-06-01) x shares
LULU,0001397187,2025,,https://www.sec.gov/Archives/edgar/data/1397187/000139718726000020/0001397187-26-000020-index.htm,40393567726,https://finance.yahoo.com/quote/LULU/history (month-end close 2025-02-01) x shares
LULU,0001397187,2026,,https://www.sec.gov/Archives/edgar/data/1397187/000139718726000078/0001397187-26-000078-index.htm,20079456299,https://finance.yahoo.com/quote/LULU/history (month-end close 2026-02-01) x shares
LUMN,0000018926,2025,,https://www.sec.gov/Archives/edgar/data/18926/000001892626000014/0000018926-26-000014-index.htm,7959351842,https://finance.yahoo.com/quote/LUMN/history (month-end close 2025-12-01) x shares
LUV,0000092380,2025,,https://www.sec.gov/Archives/edgar/data/92380/000009238026000004/0000092380-26-000004-index.htm,20306173426,https://finance.yahoo.com/quote/LUV/history (month-end close 2025-12-01) x shares
LVS,0001300514,2025,,https://www.sec.gov/Archives/edgar/data/1300514/000130051426000013/0001300514-26-000013-index.htm,43734666499,https://finance.yahoo.com/quote/LVS/history (month-end close 2025-12-01) x shares
LW,0001679273,2025,,https://www.sec.gov/Archives/edgar/data/1679273/000167927325000049/0001679273-25-000049-index.htm,7770199179,https://finance.yahoo.com/quote/LW/history (month-end close 2025-05-01) x shares
LYB,0001489393,2025,,https://www.sec.gov/Archives/edgar/data/1489393/000148939326000012/0001489393-26-000012-index.htm,13949959802,https://finance.yahoo.com/quote/LYB/history (month-end close 2025-12-01) x shares
LYV,0001335258,2025,,https://www.sec.gov/Archives/edgar/data/1335258/000133525826000009/0001335258-26-000009-index.htm,33459273885,https://finance.yahoo.com/quote/LYV/history (month-end close 2025-12-01) x shares
M,0000794367,2025,,https://www.sec.gov/Archives/edgar/data/794367/000162828026021721/0001628280-26-021721-index.htm,3784661782,https://finance.yahoo.com/quote/M/history (month-end close 2025-02-01) x shares
M,0000794367,2026,,https://www.sec.gov/Archives/edgar/data/794367/000162828026040820/0001628280-26-040820-index.htm,5266019959,https://finance.yahoo.com/quote/M/history (month-end close 2026-01-01) x shares
MAA,0000912595,2025,,https://www.sec.gov/Archives/edgar/data/912595/000119312526041208/0001193125-26-041208-index.htm,16238721116,https://finance.yahoo.com/quote/MAA/history (month-end close 2025-12-01) x shares
MAC,0000912242,2025,,https://www.sec.gov/Archives/edgar/data/912242/000091224226000016/0000912242-26-000016-index.htm,4738141755,https://finance.yahoo.com/quote/MAC/history (month-end close 2025-12-01) x shares
MAR,0001048286,2025,,https://www.sec.gov/Archives/edgar/data/1048286/000104828626000007/0001048286-26-000007-index.htm,82208805445,https://finance.yahoo.com/quote/MAR/history (month-end close 2025-12-01) x shares
MAS,0000062996,2025,,https://www.sec.gov/Archives/edgar/data/62996/000006299626000005/0000062996-26-000005-index.htm,12920905428,https://finance.yahoo.com/quote/MAS/history (month-end close 2025-12-01) x shares
MAT,0000063276,2025,,https://www.sec.gov/Archives/edgar/data/63276/000162828026010716/0001628280-26-010716-index.htm,5995648046,https://finance.yahoo.com/quote/MAT/history (month-end close 2025-12-01) x shares
MBI,0000814585,2025,,https://www.sec.gov/Archives/edgar/data/814585/000119312526076834/0001193125-26-076834-index.htm,361659819,https://finance.yahoo.com/quote/MBI/history (month-end close 2025-12-01) x shares
MCD,0000063908,2025,,https://www.sec.gov/Archives/edgar/data/63908/000006390826000035/0000063908-26-000035-index.htm,217119140423,https://finance.yahoo.com/quote/MCD/history (month-end close 2025-12-01) x shares
MCHP,0000827054,2026,,https://www.sec.gov/Archives/edgar/data/827054/000082705426000016/0000827054-26-000016-index.htm,35023742676,https://finance.yahoo.com/quote/MCHP/history (month-end close 2026-03-01) x shares
MCHP,0000827054,2025,,https://www.sec.gov/Archives/edgar/data/827054/000082705425000077/0000827054-25-000077-index.htm,26112327099,https://finance.yahoo.com/quote/MCHP/history (month-end close 2025-03-01) x shares
MCK,0000927653,2026,,https://www.sec.gov/Archives/edgar/data/927653/000092765326000069/0000927653-26-000069-index.htm,104019775813,https://finance.yahoo.com/quote/MCK/history (month-end close 2026-03-01) x shares
MCK,0000927653,2025,,https://www.sec.gov/Archives/edgar/data/927653/000092765325000036/0000927653-25-000036-index.htm,84199282484,https://finance.yahoo.com/quote/MCK/history (month-end close 2025-03-01) x shares
MCO,0001059556,2025,,https://www.sec.gov/Archives/edgar/data/1059556/000162828026009136/0001628280-26-009136-index.htm,90573706082,https://finance.yahoo.com/quote/MCO/history (month-end close 2025-12-01) x shares
MD,0000893949,2025,,https://www.sec.gov/Archives/edgar/data/893949/000119312526058074/0001193125-26-058074-index.htm,1775392879,https://finance.yahoo.com/quote/MD/history (month-end close 2025-12-01) x shares
MDLZ,0001103982,2025,,https://www.sec.gov/Archives/edgar/data/1103982/000162828026005345/0001628280-26-005345-index.htm,69001754709,https://finance.yahoo.com/quote/MDLZ/history (month-end close 2025-12-01) x shares
MDT,0001613103,2025,,https://www.sec.gov/Archives/edgar/data/1613103/000161310325000091/0001613103-25-000091-index.htm,108599998963,https://finance.yahoo.com/quote/MDT/history (month-end close 2025-04-01) x shares
MDT,0001613103,2026,,https://www.sec.gov/Archives/edgar/data/1613103/000162828026044354/0001628280-26-044354-index.htm,103645260597,https://finance.yahoo.com/quote/MDT/history (month-end close 2026-04-01) x shares
MEE,0000037748,2010,,https://www.sec.gov/Archives/edgar/data/37748/000114036111013070/0001140361-11-013070-index.htm,2268246762,https://finance.yahoo.com/quote/MEE/history (month-end close 2010-12-01) x shares
MEE,0000037748,2009,,https://www.sec.gov/Archives/edgar/data/37748/000003774810000014/0000037748-10-000014-index.htm,38796111,https://finance.yahoo.com/quote/MEE/history (month-end close 2009-12-01) x shares
MET,0001099219,2025,,https://www.sec.gov/Archives/edgar/data/1099219/000109921926000013/0001099219-26-000013-index.htm,51473133853,https://finance.yahoo.com/quote/MET/history (month-end close 2025-12-01) x shares
MGM,0000789570,2025,,https://www.sec.gov/Archives/edgar/data/789570/000078957026000018/0000789570-26-000018-index.htm,9335183088,https://finance.yahoo.com/quote/MGM/history (month-end close 2025-12-01) x shares
MHK,0000851968,2025,,https://www.sec.gov/Archives/edgar/data/851968/000085196826000011/0000851968-26-000011-index.htm,6717617317,https://finance.yahoo.com/quote/MHK/history (month-end close 2025-12-01) x shares
MKTX,0001278021,2025,,https://www.sec.gov/Archives/edgar/data/1278021/000119312526067009/0001193125-26-067009-index.htm,6443123031,https://finance.yahoo.com/quote/MKTX/history (month-end close 2025-12-01) x shares
MLM,0000916076,2025,,https://www.sec.gov/Archives/edgar/data/916076/000119312526059193/0001193125-26-059193-index.htm,37553896943,https://finance.yahoo.com/quote/MLM/history (month-end close 2025-12-01) x shares
MMI,0001578732,2025,,https://www.sec.gov/Archives/edgar/data/1578732/000162828026012419/0001628280-26-012419-index.htm,1043418612,https://finance.yahoo.com/quote/MMI/history (month-end close 2025-12-01) x shares
MMM,0000066740,2025,,https://www.sec.gov/Archives/edgar/data/66740/000006674026000014/0000066740-26-000014-index.htm,84324673215,https://finance.yahoo.com/quote/MMM/history (month-end close 2025-12-01) x shares
MNR,0001980088,2025,,https://www.sec.gov/Archives/edgar/data/1980088/000162828026017249/0001628280-26-017249-index.htm,1857135214,https://finance.yahoo.com/quote/MNR/history (month-end close 2025-12-01) x shares
MNST,0000865752,2025,,https://www.sec.gov/Archives/edgar/data/865752/000110465926020831/0001104659-26-020831-index.htm,37502007692,https://finance.yahoo.com/quote/MNST/history (month-end close 2025-12-01) x shares
MO,0000764180,2025,,https://www.sec.gov/Archives/edgar/data/764180/000076418026000017/0000764180-26-000017-index.htm,96401643441,https://finance.yahoo.com/quote/MO/history (month-end close 2025-12-01) x shares
MOH,0001179929,2025,,https://www.sec.gov/Archives/edgar/data/1179929/000117992926000005/0001179929-26-000005-index.htm,8937309654,https://finance.yahoo.com/quote/MOH/history (month-end close 2025-12-01) x shares
