symbol,cik,fiscal_year,need_market_cap,need_shares,need_employees
AET,1122304,2010,True,False,True
AET,1122304,2011,True,False,True
AET,1122304,2012,True,False,True
AET,1122304,2013,True,False,True
AET,1122304,2014,True,False,True
AET,1122304,2015,True,False,True
AET,1122304,2016,True,False,True
AET,1122304,2017,True,False,True
AFL,4977,2000,True,True,True
AFL,4977,2006,True,True,True
AFL,4977,2007,True,True,True
AFL,4977,2008,True,True,True
AFL,4977,2009,False,False,True
AFL,4977,2010,False,False,True
AFL,4977,2011,False,False,True
AFL,4977,2012,False,False,True
AFL,4977,2013,False,False,True
AFL,4977,2014,False,False,True
AFL,4977,2015,False,False,True
AFL,4977,2016,False,False,True
AFL,4977,2017,False,False,True
AFL,4977,2018,False,False,True
AFL,4977,2019,False,False,True
AFL,4977,2020,False,False,True
AFL,4977,2021,False,False,True
AFL,4977,2022,False,False,True
AFL,4977,2023,False,False,True
AFL,4977,2024,False,False,True
AFL,4977,2025,False,False,True
AGN,850693,2002,True,True,True
AGN,850693,2003,True,True,True
AGN,850693,2004,True,True,True
AGN,850693,2005,True,True,True
AGN,850693,2006,True,True,True
AGN,850693,2007,True,True,True
AGN,850693,2008,True,True,True
AGN,850693,2009,True,False,True
AGN,850693,2010,True,False,True
AGN,850693,2011,True,False,True
AGN,850693,2012,True,False,True
AGN,850693,2013,True,False,True
AGN,850693,2014,True,False,True
AIG,5272,2000,True,True,True
AIG,5272,2001,True,True,True
AIG,5272,2003,True,True,True
AIG,5272,2004,True,True,True
AIG,5272,2005,True,True,True
AIG,5272,2006,True,True,True
AIG,5272,2007,True,True,True
AIG,5272,2008,True,True,True
AIG,5272,2009,False,False,True
AIG,5272,2010,False,False,True
AIG,5272,2011,False,False,True
AIG,5272,2012,False,False,True
AIG,5272,2013,False,False,True
AIG,5272,2014,False,False,True
AIG,5272,2015,False,False,True
AIG,5272,2016,False,False,True
AIG,5272,2017,False,False,True
AIG,5272,2018,False,False,True
AIG,5272,2019,False,False,True
AIG,5272,2020,False,False,True
AIG,5272,2021,False,False,True
AIG,5272,2022,False,False,True
AIG,5272,2023,False,False,True
AIG,5272,2024,False,False,True
AIG,5272,2025,False,False,True
AIT,109563,2009,False,False,True
AIT,109563,2010,False,False,True
AIT,109563,2011,False,False,True
AIT,109563,2012,False,False,True
AIT,109563,2013,False,False,True
AIT,109563,2014,False,False,True
AIT,109563,2015,False,False,True
AIT,109563,2016,False,False,True
AIT,109563,2017,False,False,True
AIT,109563,2018,False,False,True
AIT,109563,2019,False,False,True
AIT,109563,2020,False,False,True
AIT,109563,2021,False,False,True
AIT,109563,2022,False,False,True
AIT,109563,2023,False,False,True
AIT,109563,2024,False,False,True
AIT,109563,2025,False,False,True
AIV,922864,2002,True,True,True
AIV,922864,2003,True,True,True
AIV,922864,2004,True,True,True
AIV,922864,2005,True,True,True
AIV,922864,2006,True,True,True
AIV,922864,2007,True,True,True
AIV,922864,2008,True,True,True
AIV,922864,2009,False,False,True
AIV,922864,2010,False,False,True
AIV,922864,2011,False,False,True
AIV,922864,2012,False,False,True
AIV,922864,2013,False,False,True
AIV,922864,2014,False,False,True
AIV,922864,2015,False,False,True
AIV,922864,2016,False,False,True
AIV,922864,2017,False,False,True
AIV,922864,2018,False,False,True
AIV,922864,2019,False,False,True
AIV,922864,2020,False,False,True
AIV,922864,2021,False,False,True
AIV,922864,2022,False,False,True
AIV,922864,2023,False,False,True
AIV,922864,2024,False,False,True
AIV,922864,2025,False,False,True
AIZ,1267238,2003,True,True,True
AIZ,1267238,2004,True,True,True
AIZ,1267238,2005,True,True,True
AIZ,1267238,2006,True,True,True
AIZ,1267238,2007,True,True,True
AIZ,1267238,2008,True,True,True
AIZ,1267238,2009,False,False,True
AIZ,1267238,2010,False,False,True
AIZ,1267238,2011,False,False,True
AIZ,1267238,2012,False,False,True
AIZ,1267238,2013,False,False,True
AIZ,1267238,2014,False,False,True
AIZ,1267238,2015,False,False,True
AIZ,1267238,2016,False,False,True
AIZ,1267238,2017,False,False,True
AIZ,1267238,2018,False,False,True
AIZ,1267238,2019,False,False,True
AIZ,1267238,2020,False,False,True
AIZ,1267238,2021,False,False,True
AIZ,1267238,2022,False,False,True
AIZ,1267238,2023,False,False,True
AIZ,1267238,2024,False,False,True
AIZ,1267238,2025,False,False,True
AJG,354190,2008,True,True,True
AJG,354190,2009,False,False,True
AJG,354190,2011,False,False,True
AJG,354190,2012,False,False,True
AJG,354190,2013,False,False,True
AJG,354190,2014,False,False,True
AJG,354190,2015,False,False,True
AJG,354190,2016,False,False,True
AJG,354190,2017,False,False,True
AJG,354190,2018,False,False,True
AJG,354190,2019,False,False,True
AJG,354190,2020,False,False,True
AJG,354190,2021,False,False,True
AJG,354190,2022,False,False,True
AJG,354190,2023,False,False,True
AJG,354190,2024,False,False,True
AJG,354190,2025,True,False,True
AKAM,1086222,2002,True,True,True
AKAM,1086222,2003,True,True,True
AKAM,1086222,2004,True,True,True
AKAM,1086222,2005,True,True,True
AKAM,1086222,2006,True,True,True
AKAM,1086222,2007,True,True,True
AKAM,1086222,2008,True,True,True
AKAM,1086222,2009,False,False,True
AKAM,1086222,2010,False,False,True
AKAM,1086222,2011,False,False,True
AKAM,1086222,2012,False,False,True
AKAM,1086222,2013,False,False,True
AKAM,1086222,2014,False,False,True
AKAM,1086222,2015,False,False,True
AKAM,1086222,2016,False,False,True
AKAM,1086222,2017,False,False,True
AKAM,1086222,2018,False,False,True
AKAM,1086222,2019,False,False,True
AKAM,1086222,2020,False,False,True
AKAM,1086222,2021,False,False,True
AKAM,1086222,2022,False,False,True
AKAM,1086222,2023,False,False,True
AKAM,1086222,2024,False,False,True
AKAM,1086222,2025,False,False,True
AKS,918160,2000,True,True,True
AKS,918160,2002,True,True,True
AKS,918160,2003,True,True,True
AKS,918160,2004,True,True,True
AKS,918160,2005,True,True,True
AKS,918160,2006,True,True,True
AKS,918160,2007,True,True,True
AKS,918160,2008,True,True,True
AKS,918160,2009,True,False,True
AKS,918160,2010,True,False,True
AKS,918160,2011,True,False,True
AL,4285,2001,True,True,True
AL,4285,2002,True,True,True
AL,4285,2003,True,True,True
AL,4285,2004,True,True,True
AL,4285,2005,True,True,True
AL,4285,2007,True,True,True
ALB,915913,2008,True,True,True
ALB,915913,2009,False,False,True
ALB,915913,2010,False,False,True
ALB,915913,2011,False,False,True
ALB,915913,2012,False,False,True
ALB,915913,2013,False,False,True
ALB,915913,2014,False,False,True
ALB,915913,2015,False,False,True
ALB,915913,2016,False,False,True
ALB,915913,2017,False,False,True
ALB,915913,2018,False,False,True
ALB,915913,2019,False,False,True
ALB,915913,2020,False,False,True
ALB,915913,2021,False,False,True
ALB,915913,2022,False,False,True
ALB,915913,2023,False,False,True
ALB,915913,2024,False,False,True
ALB,915913,2025,False,False,True
ALGN,1097149,2008,True,True,True
ALGN,1097149,2009,False,False,True
ALGN,1097149,2010,False,False,True
ALGN,1097149,2011,False,False,True
ALGN,1097149,2012,False,False,True
ALGN,1097149,2013,False,False,True
ALGN,1097149,2014,False,False,True
ALGN,1097149,2015,False,False,True
ALGN,1097149,2016,False,False,True
ALGN,1097149,2017,False,False,True
ALGN,1097149,2018,False,False,True
ALGN,1097149,2019,False,False,True
ALGN,1097149,2020,False,False,True
ALGN,1097149,2021,False,False,True
ALGN,1097149,2022,False,False,True
ALGN,1097149,2023,False,False,True
ALGN,1097149,2024,False,False,True
ALGN,1097149,2025,False,False,True
ALK,766421,2008,True,True,True
ALK,766421,2009,False,False,True
ALK,766421,2010,False,False,True
ALK,766421,2011,False,False,True
ALK,766421,2012,False,False,True
ALK,766421,2013,False,False,True
ALK,766421,2014,False,False,True
ALK,766421,2015,False,False,True
ALK,766421,2016,False,False,True
ALK,766421,2017,False,False,True
ALK,766421,2018,False,False,True
ALK,766421,2019,False,False,True
ALK,766421,2020,False,False,True
ALK,766421,2021,False,False,True
ALK,766421,2022,False,False,True
ALK,766421,2023,False,False,True
ALK,766421,2024,False,False,True
ALK,766421,2025,False,False,True
ALL,899051,2003,True,True,True
ALL,899051,2004,True,True,True
ALL,899051,2005,True,True,True
ALL,899051,2006,True,True,True
ALL,899051,2007,True,True,True
ALL,899051,2008,True,True,True
ALL,899051,2009,False,False,True
ALL,899051,2010,False,False,True
ALL,899051,2011,False,False,True
ALL,899051,2012,False,False,True
ALL,899051,2013,False,False,True
ALL,899051,2014,False,False,True
ALL,899051,2015,False,False,True
ALL,899051,2016,False,False,True
ALL,899051,2017,False,False,True
ALL,899051,2018,False,False,True
ALL,899051,2019,False,False,True
ALL,899051,2020,False,False,True
ALL,899051,2021,False,False,True
ALL,899051,2022,False,False,True
ALL,899051,2023,False,False,True
ALL,899051,2024,False,False,True
ALL,899051,2025,False,False,True
ALLE,1579241,2012,True,True,True
ALLE,1579241,2013,False,False,True
ALLE,1579241,2014,False,False,True
ALLE,1579241,2015,False,False,True
ALLE,1579241,2016,False,False,True
ALLE,1579241,2017,False,False,True
ALLE,1579241,2018,False,False,True
ALLE,1579241,2019,False,False,True
ALLE,1579241,2020,False,False,True
ALLE,1579241,2021,False,False,True
ALLE,1579241,2022,False,False,True
ALLE,1579241,2023,False,False,True
ALLE,1579241,2024,False,False,True
ALLE,1579241,2025,False,False,True
ALTR,768251,2000,True,True,True
ALTR,768251,2003,True,True,True
ALTR,768251,2004,True,True,True
ALTR,768251,2005,True,True,True
ALTR,768251,2006,True,True,True
ALTR,768251,2007,True,True,True
ALTR,768251,2008,True,True,True
ALTR,768251,2009,True,False,True
ALTR,768251,2010,True,False,True
ALTR,768251,2011,True,False,True
ALTR,768251,2012,True,False,True
ALTR,768251,2013,True,False,True
ALTR,768251,2014,True,False,True
ALXN,899866,2012,True,False,True
ALXN,899866,2013,True,False,True
ALXN,899866,2014,True,False,True
ALXN,899866,2015,True,False,True
ALXN,899866,2016,True,False,True
ALXN,899866,2017,True,False,True
ALXN,899866,2018,True,False,True
ALXN,899866,2019,True,False,True
ALXN,899866,2020,True,False,True
AM,1623925,2015,True,True,True
AM,1623925,2016,True,True,True
AM,1623925,2017,False,False,True
AM,1623925,2018,False,False,True
AM,1623925,2019,False,False,True
AM,1623925,2020,False,False,True
AM,1623925,2021,False,False,True
AM,1623925,2022,False,False,True
AM,1623925,2023,False,False,True
AM,1623925,2024,False,False,True
AM,1623925,2025,False,False,True
AMAT,6951,2003,True,True,True
AMAT,6951,2004,True,True,True
AMAT,6951,2005,True,True,True
AMAT,6951,2006,True,True,True
AMAT,6951,2007,True,True,True
AMAT,6951,2008,True,True,True
AMAT,6951,2009,False,False,True
AMAT,6951,2010,False,False,True
AMAT,6951,2011,False,False,True
AMAT,6951,2012,False,False,True
AMAT,6951,2013,False,False,True
AMAT,6951,2014,False,False,True
AMAT,6951,2015,False,False,True
AMAT,6951,2016,False,False,True
AMAT,6951,2017,False,False,True
AMAT,6951,2018,False,False,True
AMAT,6951,2019,False,False,True
AMAT,6951,2020,False,False,True
AMAT,6951,2021,False,False,True
AMAT,6951,2022,False,False,True
AMAT,6951,2023,False,False,True
AMAT,6951,2024,False,False,True
AMAT,6951,2025,False,False,True
AMCC,711065,2001,True,True,True
AMCC,711065,2002,True,True,True
AMCC,711065,2003,True,True,True
AMCC,711065,2004,True,True,True
AMCC,711065,2005,True,True,True
AMCC,711065,2006,True,True,True
AMCC,711065,2007,True,True,True
AMCC,711065,2008,True,True,True
AMCR,1748790,2017,False,False,True
AMCR,1748790,2018,False,False,True
AMCR,1748790,2020,False,False,True
AMCR,1748790,2021,False,False,True
AMCR,1748790,2022,False,False,True
AMCR,1748790,2023,False,False,True
AMCR,1748790,2024,False,False,True
AMCR,1748790,2025,True,False,True
AMD,2488,2001,True,True,True
AMD,2488,2002,True,True,True
AMD,2488,2003,True,True,True
AMD,2488,2004,True,True,True
AMD,2488,2005,True,True,True
AMD,2488,2006,True,True,True
AMD,2488,2007,True,True,True
AMD,2488,2008,True,True,False
AMD,2488,2025,True,False,False
AME,1037868,2007,True,True,True
AME,1037868,2008,True,True,True
AME,1037868,2009,False,False,True
AME,1037868,2010,False,False,True
AME,1037868,2011,False,False,True
AME,1037868,2012,False,False,True
AME,1037868,2013,False,False,True
AME,1037868,2014,False,False,True
AME,1037868,2015,False,False,True
AME,1037868,2016,False,False,True
AME,1037868,2017,False,False,True
AME,1037868,2018,False,False,True
AME,1037868,2019,False,False,True
AME,1037868,2020,False,False,True
AME,1037868,2021,False,False,True
AME,1037868,2022,False,False,True
AME,1037868,2023,False,False,True
AME,1037868,2024,False,False,True
AME,1037868,2025,False,False,True
AMG,1004434,2008,True,True,True
AMG,1004434,2009,False,False,True
AMG,1004434,2010,False,False,True
AMG,1004434,2011,False,False,True
AMG,1004434,2012,False,False,True
AMG,1004434,2013,False,False,True
AMG,1004434,2014,False,False,True
AMG,1004434,2015,False,False,True
AMG,1004434,2016,False,False,True
AMG,1004434,2017,False,False,True
AMG,1004434,2018,False,False,True
AMG,1004434,2019,False,False,True
AMG,1004434,2020,False,False,True
AMG,1004434,2021,False,False,True
AMG,1004434,2022,False,False,True
AMG,1004434,2023,False,False,True
AMG,1004434,2024,False,False,True
AMG,1004434,2025,False,False,True
AMGN,318154,2000,True,True,True
AMGN,318154,2001,True,True,True
AMGN,318154,2002,True,True,True
AMGN,318154,2003,True,True,True
AMGN,318154,2004,True,True,True
AMGN,318154,2005,True,True,True
AMGN,318154,2006,True,True,True
AMGN,318154,2007,True,True,True
AMGN,318154,2008,True,True,True
AMGN,318154,2009,False,False,True
AMGN,318154,2010,False,False,True
AMGN,318154,2011,False,False,True
AMGN,318154,2012,False,False,True
AMGN,318154,2013,False,False,True
AMGN,318154,2014,False,False,True
AMGN,318154,2015,False,False,True
AMGN,318154,2016,False,False,True
AMGN,318154,2017,False,False,True
AMGN,318154,2018,False,False,True
AMGN,318154,2019,False,False,True
AMGN,318154,2020,False,False,True
AMGN,318154,2021,False,False,True
AMGN,318154,2022,False,False,True
AMGN,318154,2023,False,False,True
AMGN,318154,2024,False,False,True
