symbol,cik,fiscal_year,value,source_url
NWL,0000814453,2020,423500000,https://www.sec.gov/Archives/edgar/data/814453/000081445321000050/0000814453-21-000050-index.htm
O,0000726728,2020,361303445,https://www.sec.gov/Archives/edgar/data/726728/000072672821000043/0000726728-21-000043-index.htm
ODFL,0000878927,2020,117057696,https://www.sec.gov/Archives/edgar/data/878927/000156459021008056/0001564590-21-008056-index.htm
OMC,0000029989,2020,215000000,https://www.sec.gov/Archives/edgar/data/29989/000002998921000004/0000029989-21-000004-index.htm
OTIS,0001781335,2020,433400000,https://www.sec.gov/Archives/edgar/data/1781335/000178133521000023/0001781335-21-000023-index.htm
PFG,0001126328,2020,273300000,https://www.sec.gov/Archives/edgar/data/1126328/000110465921022074/0001104659-21-022074-index.htm
PGR,0000080661,2020,585253659,https://www.sec.gov/Archives/edgar/data/80661/000008066121000014/0000080661-21-000014-index.htm
PKG,0000075677,2020,94652815,https://www.sec.gov/Archives/edgar/data/75677/000156459021008051/0001564590-21-008051-index.htm
PM,0001413329,2020,1555911930,https://www.sec.gov/Archives/edgar/data/1413329/000141332921000007/0001413329-21-000007-index.htm
PNR,0000077360,2020,166063551,https://www.sec.gov/Archives/edgar/data/77360/000007736021000005/0000077360-21-000005-index.htm
PNW,0000764622,2020,112439441,https://www.sec.gov/Archives/edgar/data/764622/000076462221000013/0000764622-21-000013-index.htm
POOL,0000945841,2020,40232210,https://www.sec.gov/Archives/edgar/data/945841/000094584121000022/0000945841-21-000022-index.htm
PRU,0001137774,2020,397000000,https://www.sec.gov/Archives/edgar/data/1137774/000113777421000049/0001137774-21-000049-index.htm
PSA,0001393311,2020,174581742,https://www.sec.gov/Archives/edgar/data/1393311/000156276221000058/0001562762-21-000058-index.htm
PSX,0001534701,2020,439445842,https://www.sec.gov/Archives/edgar/data/1534701/000153470121000074/0001534701-21-000074-index.htm
PVH,0000078239,2020,70883444,https://www.sec.gov/Archives/edgar/data/78239/000007823921000017/0000078239-21-000017-index.htm
PWR,0001050915,2020,142508874,https://www.sec.gov/Archives/edgar/data/1050915/000105091521000009/0001050915-21-000009-index.htm
PYPL,0001633917,2020,1172000000,https://www.sec.gov/Archives/edgar/data/1633917/000163391721000018/0001633917-21-000018-index.htm
QCOM,0000804328,2020,1131000000,https://www.sec.gov/Archives/edgar/data/804328/000172894920000067/0001728949-20-000067-index.htm
QRVO,0001604778,2020,114625000,https://www.sec.gov/Archives/edgar/data/1604778/000160477820000030/0001604778-20-000030-index.htm
RCL,0000884887,2020,209000016,https://www.sec.gov/Archives/edgar/data/884887/000088488721000006/0000884887-21-000006-index.htm
REGN,0000872589,2020,107600000,
RF,0001281761,2020,957381827,https://www.sec.gov/Archives/edgar/data/1281761/000128176121000012/0001281761-21-000012-index.htm
RHI,0000315213,2020,113127501,https://www.sec.gov/Archives/edgar/data/315213/000031521321000025/0000315213-21-000025-index.htm
RJF,0000720005,2020,204900000,https://www.sec.gov/Archives/edgar/data/720005/000072000520000063/0000720005-20-000063-index.htm
RL,0001037038,2020,75800000,
ROL,0000084839,2020,491612059,https://www.sec.gov/Archives/edgar/data/84839/000117120021000076/0001171200-21-000076-index.htm
ROP,0000882835,2020,104900000,https://www.sec.gov/Archives/edgar/data/882835/000088283521000011/0000882835-21-000011-index.htm
ROST,0000745732,2020,356775000,https://www.sec.gov/Archives/edgar/data/745732/000074573221000017/0000745732-21-000017-index.htm
RSG,0001060391,2020,319062963,https://www.sec.gov/Archives/edgar/data/1060391/000106039121000014/0001060391-21-000014-index.htm
SBAC,0001034054,2020,109819000,https://www.sec.gov/Archives/edgar/data/1034054/000103405421000003/0001034054-21-000003-index.htm
SBUX,0000829224,2020,1173300000,https://www.sec.gov/Archives/edgar/data/829224/000082922420000078/0000829224-20-000078-index.htm
SCHW,0000316709,2020,1286215799,https://www.sec.gov/Archives/edgar/data/316709/000031670920000021/0000316709-20-000021-index.htm
SJM,0000091419,2020,114072726,https://www.sec.gov/Archives/edgar/data/91419/000009141920000065/0000091419-20-000065-index.htm
SNPS,0000883241,2020,152618000,https://www.sec.gov/Archives/edgar/data/883241/000088324120000015/0000883241-20-000015-index.htm
SPG,0001063761,2020,308737625,
SRE,0001032208,2020,576940488,https://www.sec.gov/Archives/edgar/data/1032208/000103220821000007/0001032208-21-000007-index.htm
STE,0001757898,2020,84924000,https://www.sec.gov/Archives/edgar/data/1757898/000175789820000012/0001757898-20-000012-index.htm
STT,0000093751,2020,353156279,https://www.sec.gov/Archives/edgar/data/93751/000009375121000476/0000093751-21-000476-index.htm
STX,0001137789,2020,256718840,https://www.sec.gov/Archives/edgar/data/1137789/000113778920000057/0001137789-20-000057-index.htm
SWKS,0000004127,2020,165600000,https://www.sec.gov/Archives/edgar/data/4127/000000412720000058/0000004127-20-000058-index.htm
SYF,0001601712,2020,584009550,https://www.sec.gov/Archives/edgar/data/1601712/000160171221000057/0001601712-21-000057-index.htm
SYK,0000310764,2020,374575145,https://www.sec.gov/Archives/edgar/data/310764/000031076421000027/0000310764-21-000027-index.htm
TDG,0001260221,2020,54435882,https://www.sec.gov/Archives/edgar/data/1260221/000126022120000099/0001260221-20-000099-index.htm
TEL,0001385157,2020,330742574,https://www.sec.gov/Archives/edgar/data/1385157/000155837020013511/0001558370-20-013511-index.htm
TER,0000097210,2020,166123,https://www.sec.gov/Archives/edgar/data/97210/000119312521050735/0001193125-21-050735-index.htm
TFX,0000096943,2020,46363711,https://www.sec.gov/Archives/edgar/data/96943/000009694321000013/0000096943-21-000013-index.htm
TMO,0000097745,2020,398828389,https://www.sec.gov/Archives/edgar/data/97745/000009774521000011/0000097745-21-000011-index.htm
TMUS,0001283699,2020,1241805706,https://www.sec.gov/Archives/edgar/data/1283699/000128369921000039/0001283699-21-000039-index.htm
TPR,0001116132,2020,276200000,https://www.sec.gov/Archives/edgar/data/1116132/000111613220000022/0001116132-20-000022-index.htm
TROW,0001113169,2020,236041040,https://www.sec.gov/Archives/edgar/data/1113169/000111316921000006/0001113169-21-000006-index.htm
TSCO,0000916365,2020,116246000,https://www.sec.gov/Archives/edgar/data/916365/000091636521000052/0000916365-21-000052-index.htm
TSLA,0001318605,2020,960000000,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/0001564590-21-004599-index.htm
TSN,0000100493,2020,365000000,
TTWO,0000946581,2020,113506000,https://www.sec.gov/Archives/edgar/data/946581/000162828020008291/0001628280-20-008291-index.htm
TYL,0000860731,2020,39396000,https://www.sec.gov/Archives/edgar/data/860731/000086073121000014/0000860731-21-000014-index.htm
ULTA,0001403568,2020,56609000,https://www.sec.gov/Archives/edgar/data/1403568/000155837021003523/0001558370-21-003523-index.htm
UPS,0001090727,2020,867000000,
URI,0001067701,2020,72196648,https://www.sec.gov/Archives/edgar/data/1067701/000106770121000008/0001067701-21-000008-index.htm
VFC,0000103379,2020,388812158,https://www.sec.gov/Archives/edgar/data/103379/000010337920000006/0000103379-20-000006-index.htm
VLO,0001035002,2020,409337126,https://www.sec.gov/Archives/edgar/data/1035002/000103500221000051/0001035002-21-000051-index.htm
VMC,0001396009,2020,132500000,https://www.sec.gov/Archives/edgar/data/1396009/000139600921000009/0001396009-21-000009-index.htm
VNO,0000899689,2020,191354679,https://www.sec.gov/Archives/edgar/data/899689/000089968921000009/0000899689-21-000009-index.htm
VNT,0001786842,2020,168497098,https://www.sec.gov/Archives/edgar/data/1786842/000178684221000013/0001786842-21-000013-index.htm
VRSK,0001442145,2020,162817526,https://www.sec.gov/Archives/edgar/data/1442145/000143774921003789/0001437749-21-003789-index.htm
VRSN,0001014473,2020,113470000,https://www.sec.gov/Archives/edgar/data/1014473/000101447321000005/0001014473-21-000005-index.htm
VRTX,0000875320,2020,259889549,https://www.sec.gov/Archives/edgar/data/875320/000087532021000006/0000875320-21-000006-index.htm
VTR,0000740260,2020,372860471,https://www.sec.gov/Archives/edgar/data/740260/000074026021000048/0000740260-21-000048-index.htm
WAB,0000943452,2020,188900000,https://www.sec.gov/Archives/edgar/data/943452/000162828021002557/0001628280-21-002557-index.htm
WAT,0001000697,2020,62309000,https://www.sec.gov/Archives/edgar/data/1000697/000119312521054385/0001193125-21-054385-index.htm
WDC,0000106040,2020,302000000,https://www.sec.gov/Archives/edgar/data/106040/000010604020000049/0000106040-20-000049-index.htm
WEC,0000783325,2020,315434531,https://www.sec.gov/Archives/edgar/data/783325/000010781521000079/0000107815-21-000079-index.htm
WELL,0000766704,2020,417400602,https://www.sec.gov/Archives/edgar/data/766704/000076670421000018/0000766704-21-000018-index.htm
WM,0000823768,2020,422800000,https://www.sec.gov/Archives/edgar/data/823768/000155837021001348/0001558370-21-001348-index.htm
WRB,0000011544,2020,266737725,https://www.sec.gov/Archives/edgar/data/11544/000001154423000004/0000011544-23-000004-index.htm
WST,0000105770,2020,74000000,https://www.sec.gov/Archives/edgar/data/105770/000010577021000008/0000105770-21-000008-index.htm
WU,0001365135,2020,411200000,https://www.sec.gov/Archives/edgar/data/1365135/000155837021001284/0001558370-21-001284-index.htm
WYNN,0001174922,2020,107888336,https://www.sec.gov/Archives/edgar/data/1174922/000117492221000029/0001174922-21-000029-index.htm
XRAY,0000818479,2020,218700000,https://www.sec.gov/Archives/edgar/data/818479/000081847921000007/0000818479-21-000007-index.htm
XRX,0001770450,2020,198386000,https://www.sec.gov/Archives/edgar/data/1770450/000177045021000013/0001770450-21-000013-index.htm
XYL,0001524472,2020,180354000,https://www.sec.gov/Archives/edgar/data/1524472/000152447221000008/0001524472-21-000008-index.htm
ZBH,0001136869,2020,206403646,https://www.sec.gov/Archives/edgar/data/1136869/000156459021007163/0001564590-21-007163-index.htm
ZION,0000109380,2020,164090000,https://www.sec.gov/Archives/edgar/data/109380/000010938021000082/0000109380-21-000082-index.htm
ZTS,0001555280,2020,475317751,https://www.sec.gov/Archives/edgar/data/1555280/000155528021000098/0001555280-21-000098-index.htm
A,0001090872,2021,302000000,https://www.sec.gov/Archives/edgar/data/1090872/000109087221000027/0001090872-21-000027-index.htm
AAL,0000006201,2021,647727595,https://www.sec.gov/Archives/edgar/data/6201/000000620122000026/0000006201-22-000026-index.htm
AAP,0001158449,2021,66361000,https://www.sec.gov/Archives/edgar/data/1158449/000115844922000037/0001158449-22-000037-index.htm
ABBV,0001551152,2021,1765881690,https://www.sec.gov/Archives/edgar/data/1551152/000155115222000007/0001551152-22-000007-index.htm
ACN,0001467373,2021,634745073,
ADI,0000006281,2021,525330672,https://www.sec.gov/Archives/edgar/data/6281/000000628121000294/0000006281-21-000294-index.htm
AES,0000874761,2021,666793625,https://www.sec.gov/Archives/edgar/data/874761/000087476122000022/0000874761-22-000022-index.htm
AFL,0000004977,2021,652132000,https://www.sec.gov/Archives/edgar/data/4977/000000497722000058/0000004977-22-000058-index.htm
ALGN,0001097149,2021,78710000,https://www.sec.gov/Archives/edgar/data/1097149/000109714922000011/0001097149-22-000011-index.htm
ALK,0000766421,2021,125905864,https://www.sec.gov/Archives/edgar/data/766421/000076642122000009/0000766421-22-000009-index.htm
ALLE,0001579241,2021,88215625,https://www.sec.gov/Archives/edgar/data/1579241/000157924122000019/0001579241-22-000019-index.htm
AMD,0000002488,2021,1207000000,https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/0000002488-22-000016-index.htm
AME,0001037868,2021,231700000,https://www.sec.gov/Archives/edgar/data/1037868/000103786822000009/0001037868-22-000009-index.htm
AMP,0000820027,2021,116752287,https://www.sec.gov/Archives/edgar/data/820027/000082002722000016/0000820027-22-000016-index.htm
AMT,0001053507,2021,455772000,https://www.sec.gov/Archives/edgar/data/1053507/000105350722000017/0001053507-22-000017-index.htm
AMZN,0001018724,2021,10175000000,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/0001018724-22-000005-index.htm
ANET,0001596532,2021,307681000,https://www.sec.gov/Archives/edgar/data/1596532/000159653222000026/0001596532-22-000026-index.htm
AON,0000315293,2021,225984346,https://www.sec.gov/Archives/edgar/data/315293/000162828022003180/0001628280-22-003180-index.htm
LUMN,0000018926,2012,625658000,https://www.sec.gov/Archives/edgar/data/18926/000104746913002037/0001047469-13-002037-index.htm
AOS,0000091142,2021,159906834,
APA,0001841666,2021,346930765,https://www.sec.gov/Archives/edgar/data/1841666/000178403122000009/0001784031-22-000009-index.htm
APH,0000820313,2021,599100000,https://www.sec.gov/Archives/edgar/data/820313/000155837022000961/0001558370-22-000961-index.htm
ARE,0001035443,2021,158043880,https://www.sec.gov/Archives/edgar/data/1035443/000103544322000040/0001035443-22-000040-index.htm
ATO,0000731802,2021,132419754,https://www.sec.gov/Archives/edgar/data/731802/000073180221000040/0000731802-21-000040-index.htm
AVB,0000915912,2021,139751926,https://www.sec.gov/Archives/edgar/data/915912/000091591222000005/0000915912-22-000005-index.htm
AVGO,0001730168,2021,413000000,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000153/0001730168-21-000153-index.htm
AWK,0001410636,2021,181439255,https://www.sec.gov/Archives/edgar/data/1410636/000141063622000048/0001410636-22-000048-index.htm
BBT,0001108134,2021,48667110,https://www.sec.gov/Archives/edgar/data/1108134/000110813422000004/0001108134-22-000004-index.htm
BEN,0000038777,2021,501807677,https://www.sec.gov/Archives/edgar/data/38777/000003877721000205/0000038777-21-000205-index.htm
BIIB,0000875045,2021,147000000,https://www.sec.gov/Archives/edgar/data/875045/000087504522000007/0000875045-22-000007-index.htm
BR,0001383312,2021,116100000,https://www.sec.gov/Archives/edgar/data/1383312/000138331221000047/0001383312-21-000047-index.htm
CAH,0000721371,2021,290441408,https://www.sec.gov/Archives/edgar/data/721371/000072137121000080/0000721371-21-000080-index.htm
CARR,0001783180,2021,863039097,https://www.sec.gov/Archives/edgar/data/1783180/000178318022000010/0001783180-22-000010-index.htm
CBOE,0001374310,2021,106646498,https://www.sec.gov/Archives/edgar/data/1374310/000155837022001386/0001558370-22-001386-index.htm
CBRE,0001138118,2021,332875959,https://www.sec.gov/Archives/edgar/data/1138118/000113811822000010/0001138118-22-000010-index.htm
CCI,0001051470,2021,432000000,https://www.sec.gov/Archives/edgar/data/1051470/000105147022000019/0001051470-22-000019-index.htm
KO,0000021344,2010,2305123938,https://www.sec.gov/Archives/edgar/data/21344/000104746911001506/0001047469-11-001506-index.htm
CI,0001739940,2021,322948000,https://www.sec.gov/Archives/edgar/data/1739940/000173994022000007/0001739940-22-000007-index.htm
KO,0000021344,2011,2294316831,https://www.sec.gov/Archives/edgar/data/21344/000002134412000007/0000021344-12-000007-index.htm
KO,0000021344,2012,2263204221,https://www.sec.gov/Archives/edgar/data/21344/000002134413000007/0000021344-13-000007-index.htm
KO,0000021344,2013,4456717996,https://www.sec.gov/Archives/edgar/data/21344/000002134414000008/0000021344-14-000008-index.htm
KO,0000021344,2014,4405893150,https://www.sec.gov/Archives/edgar/data/21344/000002134415000005/0000021344-15-000005-index.htm
KO,0000021344,2015,4366243616,https://www.sec.gov/Archives/edgar/data/21344/000002134416000050/0000021344-16-000050-index.htm
KO,0000021344,2016,4329497778,https://www.sec.gov/Archives/edgar/data/21344/000002134417000009/0000021344-17-000009-index.htm
KO,0000021344,2017,4293461702,https://www.sec.gov/Archives/edgar/data/21344/000002134418000008/0000021344-18-000008-index.htm
KO,0000021344,2018,4265906533,https://www.sec.gov/Archives/edgar/data/21344/000002134419000014/0000021344-19-000014-index.htm
KO,0000021344,2019,4275340031,https://www.sec.gov/Archives/edgar/data/21344/000002134420000006/0000021344-20-000006-index.htm
KO,0000021344,2020,4290276067,https://www.sec.gov/Archives/edgar/data/21344/000002134421000008/0000021344-21-000008-index.htm
KO,0000021344,2021,4309311676,https://www.sec.gov/Archives/edgar/data/21344/000002134422000009/0000021344-22-000009-index.htm
KO,0000021344,2022,4335473308,https://www.sec.gov/Archives/edgar/data/21344/000002134423000011/0000021344-23-000011-index.htm
CCL,0000815097,2021,932485510000,https://www.sec.gov/Archives/edgar/data/815097/000081509722000009/0000815097-22-000009-index.htm
CDW,0001402057,2021,134800000,https://www.sec.gov/Archives/edgar/data/1402057/000140205722000020/0001402057-22-000020-index.htm
CE,0001306830,2021,108023735,https://www.sec.gov/Archives/edgar/data/1306830/000130683022000017/0001306830-22-000017-index.htm
CF,0001324404,2021,207575978,https://www.sec.gov/Archives/edgar/data/1324404/000132440422000008/0001324404-22-000008-index.htm
CFG,0000759944,2021,422137197,https://www.sec.gov/Archives/edgar/data/759944/000075994422000025/0000759944-22-000025-index.htm
CHD,0000313927,2021,245073576,https://www.sec.gov/Archives/edgar/data/313927/000156459022005528/0001564590-22-005528-index.htm
CHRW,0001043277,2021,129186000,https://www.sec.gov/Archives/edgar/data/1043277/000104327722000006/0001043277-22-000006-index.htm
CINF,0000020286,2021,161201922,https://www.sec.gov/Archives/edgar/data/20286/000002028622000012/0000020286-22-000012-index.htm
CMG,0001058090,2021,28144065,https://www.sec.gov/Archives/edgar/data/1058090/000105809022000011/0001058090-22-000011-index.htm
CMS,0000811156,2021,289800000,https://www.sec.gov/Archives/edgar/data/811156/000081115622000048/0000811156-22-000048-index.htm
CNC,0001071739,2021,582479000,https://www.sec.gov/Archives/edgar/data/1071739/000107173922000071/0001071739-22-000071-index.htm
COF,0000927628,2021,413858537,https://www.sec.gov/Archives/edgar/data/927628/000092762822000106/0000927628-22-000106-index.htm
COO,0000711404,2021,49300000,https://www.sec.gov/Archives/edgar/data/711404/000071140421000038/0000711404-21-000038-index.htm
CPRT,0000900075,2021,237014273,https://www.sec.gov/Archives/edgar/data/900075/000090007521000022/0000900075-21-000022-index.htm
CRL,0001100682,2021,50480000,https://www.sec.gov/Archives/edgar/data/1100682/000110068222000007/0001100682-22-000007-index.htm
CRM,0001108524,2021,919000000,https://www.sec.gov/Archives/edgar/data/1108524/000110852422000008/0001108524-22-000008-index.htm
CTAS,0000723254,2021,104061391,https://www.sec.gov/Archives/edgar/data/723254/000072325421000021/0000723254-21-000021-index.htm
CTVA,0001755672,2021,726527000,https://www.sec.gov/Archives/edgar/data/1755672/000175567222000005/0001755672-22-000005-index.htm
CZR,0001590895,2021,213779848,https://www.sec.gov/Archives/edgar/data/1590895/000159089522000061/0001590895-22-000061-index.htm
DAL,0000027904,2021,638146665,https://www.sec.gov/Archives/edgar/data/27904/000002790422000003/0000027904-22-000003-index.htm
DG,0000029534,2021,240785000,https://www.sec.gov/Archives/edgar/data/29534/000155837022003921/0001558370-22-003921-index.htm
DGX,0001022079,2021,133454761,https://www.sec.gov/Archives/edgar/data/1022079/000102207922000027/0001022079-22-000027-index.htm
DHR,0000313616,2021,715000000,https://www.sec.gov/Archives/edgar/data/313616/000031361622000061/0000313616-22-000061-index.htm
DLR,0001297996,2021,284415000,https://www.sec.gov/Archives/edgar/data/1297996/000155837022002195/0001558370-22-002195-index.htm
DLTR,0000935703,2021,233383199,https://www.sec.gov/Archives/edgar/data/935703/000093570322000020/0000935703-22-000020-index.htm
DOW,0001751788,2021,743914560,https://www.sec.gov/Archives/edgar/data/1751788/000175178822000011/0001751788-22-000011-index.htm
DPZ,0001286681,2021,38868350,https://www.sec.gov/Archives/edgar/data/1286681/000119312521138350/0001193125-21-138350-index.htm
DVA,0000927066,2021,97289000,https://www.sec.gov/Archives/edgar/data/927066/000092706622000012/0000927066-22-000012-index.htm
DVN,0001090012,2021,673100000,https://www.sec.gov/Archives/edgar/data/1090012/000156459022005321/0001564590-22-005321-index.htm
