company_number,company_name,ticker,former_names,companies_house_url,field,current_value,status,current_source,source_type,internal_crosscheck_value,internal_crosscheck_source,appears_in_files,consolidated_rows_affected,replacement_source_url,replacement_value,agrees_with_current,replacement_source_type,notes
SC177553,Aggreko,AGK,,https://find-and-update.company-information.service.gov.uk/company/SC177553,ftse_exit_date,2015-06-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2015-06-22,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,6,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2015-06-22,yes,index_provider_notice,
11462215,Airtel Africa,AAF,,https://find-and-update.company-information.service.gov.uk/company/11462215,ftse_entry_date,2022-01-31,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2022-01-31,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,5,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2022-01-31,yes,index_provider_notice,Corporate event note: Corporate Event – Scheme of Arrangement in relation to the unification of BHP Group Plc (UK) and BHP Group Ltd (Australia) creating a single entity assigned Aus
03263713,Alliance & Leicester,AL,,https://find-and-update.company-information.service.gov.uk/company/03263713,ftse_entry_date,1997-06-23,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1997-06-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,11,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1997-06-23,yes,index_provider_notice,
03263713,Alliance & Leicester,AL,,https://find-and-update.company-information.service.gov.uk/company/03263713,ftse_exit_date,2008-06-23,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2008-06-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,11,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2008-06-23,yes,index_provider_notice,
04452715,Alliance Boots,AB.,,https://find-and-update.company-information.service.gov.uk/company/04452715,ftse_exit_date,2007-06-26,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2007-06-26,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,1,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2007-06-26,yes,index_provider_notice,Corporate event note: Corporate Event - Acquisition of Alliance Boots PLC by AB Acquisitions Ltd
SC001731,Alliance Trust,ALW,,https://find-and-update.company-information.service.gov.uk/company/SC001731,ftse_entry_date,2008-02-07,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2008-02-07; 2024-12-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,8,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2008-02-07,yes,index_provider_notice,Corporate event note: Corporate Event - Acquisition of Kelda Group by Saltaire Water Limited
SC001731,Alliance Trust,ALW,,https://find-and-update.company-information.service.gov.uk/company/SC001731,ftse_exit_date,2011-03-21,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2011-03-21,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,8,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2011-03-21,yes,index_provider_notice,
03771147,Allied Domecq,ALLD,,https://find-and-update.company-information.service.gov.uk/company/03771147,ftse_entry_date,1984-01-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2000-05-12,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,11,https://www.cityam.com/ftse-100-history-index-has-changed-over-33-years/,1984-01-03,partial,news_archive,"Original FTSE 100 constituent at the index launch (first trading day 3 January 1984; spine's 1984-01-02 is a placeholder). CityAM 33-year retrospective, listed as Allied Lyons among the original constituents."
03771147,Allied Domecq,ALLD,,https://find-and-update.company-information.service.gov.uk/company/03771147,ftse_exit_date,2005-07-26,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2005-07-26,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,11,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2005-07-26,yes,index_provider_notice,Corporate event note: Corporate Event - Acquisition of Allied Domecq by Pernod Ricard S.A.
03525388,Allied Zurich,AZU,,https://find-and-update.company-information.service.gov.uk/company/03525388,ftse_entry_date,1998-09-08,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1998-09-08,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1998-09-08,yes,index_provider_notice,
03525388,Allied Zurich,AZU,,https://find-and-update.company-information.service.gov.uk/company/03525388,ftse_exit_date,2000-10-17,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2000-10-17,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2000-10-17,yes,index_provider_notice,
09496208,AMEC,,,https://find-and-update.company-information.service.gov.uk/company/09496208,ftse_entry_date,2007-12-20,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,7,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2007-12-20,yes,index_provider_notice,Corporate event note: Corporate Event - Acquisition of ICI by Akzo Noble NV (Netherlands)
09496208,AMEC,,,https://find-and-update.company-information.service.gov.uk/company/09496208,ftse_exit_date,2014-03-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,7,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2014-03-24,yes,index_provider_notice,
00308372,Amvescap,AVZ,,https://find-and-update.company-information.service.gov.uk/company/00308372,ftse_entry_date,1997-12-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1997-12-22; 2007-05-08,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,10,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1997-12-22,yes,index_provider_notice,
00308372,Amvescap,AVZ,,https://find-and-update.company-information.service.gov.uk/company/00308372,ftse_exit_date,,value_missing_source_cited,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2007-05-08; 2007-12-04,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,10,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2007-12-04,,index_provider_notice,"Exit 2007-12-04 confirmed: PDF row 04-Dec-07 deletes Invesco Plc (Amvescap renamed Invesco in 2007) on its listing transfer from LSE to NYSE - matches internal crosscheck 2007-12-04. The crosscheck's other date (2007-05-08, the rename/reorganisation) is not an index event."
07476767,Anglian Water,,,https://find-and-update.company-information.service.gov.uk/company/07476767,ftse_entry_date,1990-10-01,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,4,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1990-10-01,yes,index_provider_notice,
07476767,Anglian Water,,,https://find-and-update.company-information.service.gov.uk/company/07476767,ftse_exit_date,1994-03-21,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,4,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1994-03-21,yes,index_provider_notice,
03564138,Anglo American,AAL,,https://find-and-update.company-information.service.gov.uk/company/03564138,ftse_entry_date,1999-06-21,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1999-06-21,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,27,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1999-06-21,yes,index_provider_notice,
01627889,Antofagasta,ANTO,,https://find-and-update.company-information.service.gov.uk/company/01627889,ftse_entry_date,2004-03-08,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2004-03-08,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,22,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2004-03-08,yes,index_provider_notice,Corporate event note: Corporate Event - Acquisition of Safeway by Wm Morrisons Supermarkets
01081551,Argos plc,ARG.L,,https://find-and-update.company-information.service.gov.uk/company/01081551,ftse_entry_date,1995-12-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1995-12-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1995-12-18,yes,index_provider_notice,
01081551,Argos plc,ARG.L,,https://find-and-update.company-information.service.gov.uk/company/01081551,ftse_exit_date,1997-03-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1997-03-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1997-03-24,yes,index_provider_notice,PDF lists the company as 'Argos'.
SC544125,Argyll Group,,,https://find-and-update.company-information.service.gov.uk/company/SC544125,ftse_entry_date,1985-01-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,11,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1985-01-02,yes,index_provider_notice,
SC544125,Argyll Group,,,https://find-and-update.company-information.service.gov.uk/company/SC544125,ftse_exit_date,1987-01-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,11,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1987-01-02,yes,index_provider_notice,
11299879,ARM Holdings,,,https://find-and-update.company-information.service.gov.uk/company/11299879,ftse_entry_date,1984-01-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,9,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1999-12-20,no,index_provider_notice,Spine's 1984-01-02 is a launch placeholder; first FTSE 100 entry per FTSE Russell record is 1999-12-20. Later episodes may exist; see PDF.
11299879,ARM Holdings,,,https://find-and-update.company-information.service.gov.uk/company/11299879,ftse_exit_date,2016-09-05,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,9,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2016-09-05,yes,index_provider_notice,Corporate event note: Corporate Event – Acquisition of ARM Holdings by SoftBank Group (Japan)
01396513,ASDA Group (formerly Associated,ASDA,ASDA Group (formerly Associated Dairies Group),https://find-and-update.company-information.service.gov.uk/company/01396513,ftse_exit_date,1999-07-28,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1992-01-02; 1999-07-28,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,15,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1999-07-28,yes,index_provider_notice,PDF lists the company as 'Asda Group Plc'.
03675683,Ashmore Group,ASHM,,https://find-and-update.company-information.service.gov.uk/company/03675683,ftse_entry_date,2011-09-19,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2011-09-19,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,1,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2011-09-19,yes,index_provider_notice,
03675683,Ashmore Group,ASHM,,https://find-and-update.company-information.service.gov.uk/company/03675683,ftse_exit_date,2012-09-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2012-09-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,1,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2012-09-24,yes,index_provider_notice,
01807982,Ashtead Group,AHT,,https://find-and-update.company-information.service.gov.uk/company/01807982,ftse_entry_date,2013-12-23,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2013-12-23,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,12,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2013-12-23,yes,index_provider_notice,
01807982,Ashtead Group,AHT,,https://find-and-update.company-information.service.gov.uk/company/01807982,ftse_exit_date,2026-03-02,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2026-03-02,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,12,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2026-03-02,yes,index_provider_notice,Corporate event note: Corporate Event – scheme of arrangement in relation to a change in holding company and transfer of listing category for Ashtead Group
00293262,Associated British Foods,ABF,,https://find-and-update.company-information.service.gov.uk/company/00293262,ftse_exit_date,2000-09-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2000-03-20; 2000-09-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,43,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2000-09-18,yes,index_provider_notice,
09439967,Auto Trader Group,AUTO,,https://find-and-update.company-information.service.gov.uk/company/09439967,ftse_entry_date,2018-12-31,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2018-12-31,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,9,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2018-12-31,yes,index_provider_notice,Corporate event note: Corporate Event – Merger between Barrick Gold (Canada) and Randgold Resources (UK)
07118170,Avast,AVST,,https://find-and-update.company-information.service.gov.uk/company/07118170,ftse_entry_date,2020-06-22,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2020-06-22,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2020-06-22,yes,index_provider_notice,
07118170,Avast,AVST,,https://find-and-update.company-information.service.gov.uk/company/07118170,ftse_exit_date,2022-09-12,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2022-09-12,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,2,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2022-09-12,yes,index_provider_notice,Corporate event note: Corporate Event – merger of Avast with NortonLifeLock Inc (non-constituent)
02937296,Aveva Group,AVV,,https://find-and-update.company-information.service.gov.uk/company/02937296,ftse_entry_date,2019-06-24,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2019-06-24,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,4,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2019-06-24,yes,index_provider_notice,
02937296,Aveva Group,AVV,,https://find-and-update.company-information.service.gov.uk/company/02937296,ftse_exit_date,2023-01-18,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,2023-01-18,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,4,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2023-01-18,yes,index_provider_notice,Corporate event note: Corporate Event – cash offer for Aveva Group by Ascot Acquisition Holdings Limited (non-constituent)
00233112,B.A.T. Industries Plc,BATS,,https://find-and-update.company-information.service.gov.uk/company/00233112,ftse_exit_date,1998-09-08,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,1998-09-08,"FTSE100_CANONICAL_DATABASE (internal, not publishable)",deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,15,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1998-09-08,yes,index_provider_notice,
05757208,BAA,,,https://find-and-update.company-information.service.gov.uk/company/05757208,ftse_entry_date,1987-10-01,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,19,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,1987-10-01,yes,index_provider_notice,
05757208,BAA,,,https://find-and-update.company-information.service.gov.uk/company/05757208,ftse_exit_date,2006-06-30,needs_replacement_source,"LSEG, FTSE 100 Historic Additions and Deletions, April 2026",licensed_pdf_no_public_url,,,deliverables/ftse/ftse_spine.csv; deliverables/consolidated/FTSE100_consolidated.csv,19,https://www.lseg.com/content/dam/ftse-russell/en_us/documents/policy-documents/ftse-100-constituent-history.pdf,2006-06-30,yes,index_provider_notice,Corporate event note: Corporate Event - Acquisition of BAA by Airport Development and Investment Limited
